Shipment_ID,PO_ID,Vendor_ID,Hospital_ID,Planned_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Received_Quantity,Damaged_Quantity,Delivery_Variance_Days,Delivery_Status,Transport_Mode,Receiving_Status
SHP000803,PO000803,V002,H003,2025-11-03,2025-11-03,419,419,0,0,Delivered,Road,Quality Inspection
SHP000804,PO000804,V011,H005,2025-10-01,2025-10-03,264,261,3,2,Delayed,Road,Received
SHP000805,PO000805,V001,H001,2025-12-21,2025-12-22,225,224,1,1,Delayed,Road,Closed
SHP000806,PO000806,V007,H004,2025-09-19,2025-09-24,393,388,5,5,Delayed,Road,Received
SHP000807,PO000807,V011,H001,2025-09-02,2025-09-02,200,200,0,0,Delivered,Road,Closed
SHP000808,PO000808,V008,H004,2024-09-17,2024-09-19,421,413,8,2,Delayed,Road,Received
SHP000809,PO000809,V004,H004,2023-05-12,2023-05-15,385,384,1,3,Delayed,Road,Received
SHP000810,PO000810,V004,H004,2024-08-16,2024-08-18,265,263,2,2,Delayed,Road,Closed
SHP000811,PO000811,V011,H001,2023-10-14,2023-10-16,287,287,0,2,Delayed,Road,Closed
SHP000812,PO000812,V010,H001,2023-11-20,2023-11-19,291,290,1,-1,Early,Road,Closed
SHP000813,PO000813,V006,H003,2024-01-24,2024-01-28,321,319,2,4,Delayed,Road,Received
SHP000814,PO000814,V002,H001,2025-05-05,2025-05-05,152,150,2,0,Delivered,Road,Closed
SHP000815,PO000815,V008,H005,2024-12-29,2025-01-03,123,122,1,5,Delayed,Air,Received
SHP000816,PO000816,V007,H003,2025-09-27,2025-09-26,299,297,2,-1,Early,Road,Received
SHP000817,PO000817,V012,H004,2025-03-25,2025-03-28,374,374,0,3,Delayed,Road,Quality Inspection
SHP000818,PO000818,V011,H003,2024-08-29,2024-08-30,439,437,2,1,Delayed,Road,Received
SHP000819,PO000819,V004,H002,2025-12-30,2026-01-04,452,451,1,5,Delayed,Road,Quality Inspection
SHP000820,PO000820,V007,H004,2024-08-01,2024-08-05,256,253,3,4,Delayed,Air,Quality Inspection
SHP000821,PO000821,V001,H005,2024-05-17,2024-05-15,69,69,0,-2,Early,Road,Received
SHP000822,PO000822,V011,H002,2023-02-06,2023-02-09,437,429,8,3,Delayed,Road,Closed
SHP000823,PO000823,V009,H002,2025-01-01,2024-12-30,370,367,3,-2,Early,Road,Quality Inspection
SHP000824,PO000824,V012,H003,2023-05-13,2023-05-15,116,116,0,2,Delayed,Road,Closed
SHP000825,PO000825,V011,H001,2025-02-23,2025-02-25,135,135,0,2,Delayed,Air,Quality Inspection
SHP000826,PO000826,V007,H002,2023-06-30,2023-07-02,283,278,5,2,Delayed,Road,Closed
SHP000827,PO000827,V005,H003,2023-12-19,2023-12-22,272,267,5,3,Delayed,Air,Quality Inspection
SHP000828,PO000828,V011,H005,2024-06-27,2024-07-02,233,232,1,5,Delayed,Road,Quality Inspection
SHP000829,PO000829,V003,H001,2024-01-06,2024-01-04,166,165,1,-2,Early,Road,Received
SHP000830,PO000830,V009,H003,2023-08-18,2023-08-19,425,425,0,1,Delayed,Road,Received
SHP000831,PO000831,V011,H004,2025-07-17,2025-07-16,237,237,0,-1,Early,Road,Closed
SHP000832,PO000832,V008,H005,2025-04-01,2025-04-03,444,436,8,2,Delayed,Road,Closed
SHP000833,PO000833,V009,H003,2025-12-03,2025-12-01,388,387,1,-2,Early,Road,Received
SHP000834,PO000834,V010,H001,2023-01-21,2023-01-19,403,402,1,-2,Early,Road,Quality Inspection
SHP000835,PO000835,V008,H001,2024-10-04,2024-10-03,330,328,2,-1,Early,Road,Received
SHP000836,PO000836,V007,H002,2026-01-24,2026-01-25,405,405,0,1,Delayed,Road,Closed
SHP000837,PO000837,V005,H004,2024-01-18,2024-01-17,389,385,4,-1,Early,Road,Closed
SHP000838,PO000838,V011,H001,2025-01-20,2025-01-20,264,264,0,0,Delivered,Road,Closed
SHP000839,PO000839,V006,H001,2023-04-02,2023-04-01,194,194,0,-1,Early,Road,Quality Inspection
SHP000840,PO000840,V004,H005,2025-03-13,2025-03-14,361,358,3,1,Delayed,Road,Closed
SHP000841,PO000841,V003,H002,2023-03-22,2023-03-23,233,230,3,1,Delayed,Road,Received
SHP000842,PO000842,V006,H005,2023-09-18,2023-09-23,156,153,3,5,Delayed,Road,Received
SHP000843,PO000843,V010,H002,2023-06-11,2023-06-09,393,392,1,-2,Early,Air,Closed
SHP000844,PO000844,V004,H003,2024-05-18,2024-05-23,126,126,0,5,Delayed,Road,Received
SHP000845,PO000845,V011,H001,2025-08-07,2025-08-06,181,180,1,-1,Early,Road,Quality Inspection
SHP000846,PO000846,V007,H005,2024-03-16,2024-03-18,287,287,0,2,Delayed,Road,Received
SHP000847,PO000847,V010,H003,2023-10-23,2023-10-21,486,482,4,-2,Early,Road,Closed
SHP000848,PO000848,V010,H001,2023-09-19,2023-09-22,268,263,5,3,Delayed,Road,Received
SHP000849,PO000849,V011,H002,2025-07-02,2025-06-30,486,484,2,-2,Early,Road,Received
SHP000850,PO000850,V010,H004,2023-02-16,2023-02-19,233,230,3,3,Delayed,Air,Quality Inspection
SHP000851,PO000851,V009,H002,2025-05-14,2025-05-13,240,238,2,-1,Early,Road,Quality Inspection
SHP000852,PO000852,V009,H002,2025-05-05,2025-05-09,283,281,2,4,Delayed,Air,Closed
SHP000853,PO000853,V005,H003,2023-07-21,2023-07-26,459,453,6,5,Delayed,Road,Received
SHP000854,PO000854,V005,H001,2023-09-19,2023-09-18,117,115,2,-1,Early,Road,Received
SHP000855,PO000855,V004,H003,2024-07-26,2024-07-25,263,259,4,-1,Early,Road,Closed
SHP000856,PO000856,V010,H002,2024-01-11,2024-01-16,142,140,2,5,Delayed,Road,Quality Inspection
SHP000857,PO000857,V006,H002,2025-06-27,2025-06-25,491,489,2,-2,Early,Road,Quality Inspection
SHP000858,PO000858,V007,H003,2023-08-27,2023-08-26,260,257,3,-1,Early,Road,Quality Inspection
SHP000859,PO000859,V009,H003,2023-06-07,2023-06-10,56,56,0,3,Delayed,Air,Closed
SHP000860,PO000860,V012,H004,2024-11-14,2024-11-17,315,311,4,3,Delayed,Road,Closed
SHP000861,PO000861,V008,H004,2024-03-07,2024-03-06,271,266,5,-1,Early,Road,Quality Inspection
SHP000862,PO000862,V002,H001,2025-06-21,2025-06-24,389,383,6,3,Delayed,Road,Closed
SHP000863,PO000863,V007,H004,2023-11-01,2023-10-30,55,55,0,-2,Early,Road,Quality Inspection
SHP000864,PO000864,V010,H003,2024-12-02,2024-12-07,495,493,2,5,Delayed,Road,Quality Inspection
SHP000865,PO000865,V004,H005,2023-08-22,2023-08-25,173,171,2,3,Delayed,Air,Received
SHP000866,PO000866,V010,H003,2024-09-10,2024-09-11,331,326,5,1,Delayed,Road,Received
SHP000867,PO000867,V004,H003,2025-04-29,2025-04-28,285,282,3,-1,Early,Air,Quality Inspection
SHP000868,PO000868,V012,H002,2023-02-15,2023-02-14,488,481,7,-1,Early,Road,Received
SHP000869,PO000869,V006,H001,2023-01-29,2023-02-03,431,431,0,5,Delayed,Road,Quality Inspection
SHP000870,PO000870,V002,H004,2026-01-02,2025-12-31,335,331,4,-2,Early,Road,Received
SHP000871,PO000871,V008,H003,2024-05-29,2024-05-31,310,306,4,2,Delayed,Road,Closed
SHP000872,PO000872,V004,H002,2025-01-10,2025-01-15,224,222,2,5,Delayed,Air,Received
SHP000873,PO000873,V010,H002,2024-09-30,2024-10-05,219,215,4,5,Delayed,Road,Closed
SHP000874,PO000874,V004,H003,2025-08-13,2025-08-18,416,411,5,5,Delayed,Road,Received
SHP000875,PO000875,V011,H005,2023-01-18,2023-01-17,438,435,3,-1,Early,Road,Quality Inspection
SHP000876,PO000876,V005,H001,2025-06-12,2025-06-14,330,326,4,2,Delayed,Road,Received
SHP000877,PO000877,V007,H002,2025-12-15,2025-12-13,134,133,1,-2,Early,Road,Closed
SHP000878,PO000878,V011,H005,2025-02-02,2025-02-06,104,103,1,4,Delayed,Road,Received
SHP000879,PO000879,V011,H001,2023-10-26,2023-10-25,486,480,6,-1,Early,Road,Received
SHP000880,PO000880,V012,H002,2024-04-22,2024-04-25,105,104,1,3,Delayed,Road,Closed
SHP000881,PO000881,V008,H004,2023-05-14,2023-05-13,445,438,7,-1,Early,Road,Closed
SHP000882,PO000882,V004,H002,2025-12-31,2025-12-31,305,305,0,0,Delivered,Road,Received
SHP000883,PO000883,V007,H003,2025-08-20,2025-08-24,479,470,9,4,Delayed,Road,Closed
SHP000884,PO000884,V011,H003,2023-08-27,2023-08-27,404,402,2,0,Delivered,Road,Received
SHP000885,PO000885,V009,H004,2024-03-06,2024-03-05,248,244,4,-1,Early,Road,Quality Inspection
SHP000886,PO000886,V011,H002,2024-12-26,2024-12-30,264,260,4,4,Delayed,Air,Received
SHP000887,PO000887,V002,H002,2023-05-19,2023-05-21,253,251,2,2,Delayed,Air,Quality Inspection
SHP000888,PO000888,V012,H002,2024-11-15,2024-11-15,120,119,1,0,Delivered,Road,Closed
SHP000889,PO000889,V007,H003,2024-01-12,2024-01-14,481,473,8,2,Delayed,Air,Closed
SHP000890,PO000890,V001,H004,2023-11-07,2023-11-08,152,151,1,1,Delayed,Road,Quality Inspection
SHP000891,PO000891,V001,H002,2024-01-16,2024-01-19,394,392,2,3,Delayed,Air,Closed
SHP000892,PO000892,V007,H002,2023-10-12,2023-10-12,307,303,4,0,Delivered,Road,Quality Inspection
SHP000893,PO000893,V009,H001,2024-12-17,2024-12-16,439,434,5,-1,Early,Road,Closed
SHP000894,PO000894,V006,H002,2023-09-24,2023-09-28,395,391,4,4,Delayed,Air,Quality Inspection
SHP000895,PO000895,V004,H003,2023-11-22,2023-11-20,317,317,0,-2,Early,Road,Received
SHP000896,PO000896,V007,H004,2023-11-23,2023-11-21,393,393,0,-2,Early,Road,Received
SHP000897,PO000897,V009,H001,2023-10-25,2023-10-27,399,395,4,2,Delayed,Road,Received
SHP000898,PO000898,V008,H004,2025-01-23,2025-01-25,154,154,0,2,Delayed,Road,Quality Inspection
SHP000899,PO000899,V005,H005,2024-08-13,2024-08-12,365,362,3,-1,Early,Road,Closed
SHP000900,PO000900,V003,H003,2025-11-19,2025-11-23,171,169,2,4,Delayed,Road,Received
SHP000901,PO000901,V002,H005,2025-04-04,2025-04-08,248,245,3,4,Delayed,Air,Closed
SHP000902,PO000902,V004,H003,2024-12-13,2024-12-16,332,332,0,3,Delayed,Road,Quality Inspection
SHP000903,PO000903,V010,H002,2025-07-12,2025-07-13,367,360,7,1,Delayed,Air,Closed
SHP000904,PO000904,V010,H004,2023-10-27,2023-10-30,436,428,8,3,Delayed,Road,Received
SHP000905,PO000905,V004,H001,2025-02-14,2025-02-15,200,197,3,1,Delayed,Road,Closed
SHP000906,PO000906,V007,H005,2024-01-19,2024-01-18,145,145,0,-1,Early,Road,Received
SHP000907,PO000907,V008,H001,2025-10-23,2025-10-27,70,69,1,4,Delayed,Road,Quality Inspection
SHP000908,PO000908,V008,H001,2023-03-18,2023-03-18,132,130,2,0,Delivered,Air,Received
SHP000909,PO000909,V001,H005,2024-08-19,2024-08-22,288,283,5,3,Delayed,Air,Received
SHP000910,PO000910,V007,H004,2023-09-27,2023-09-27,215,211,4,0,Delivered,Road,Closed
SHP000911,PO000911,V004,H001,2025-06-18,2025-06-20,301,295,6,2,Delayed,Road,Quality Inspection
SHP000912,PO000912,V002,H002,2024-06-25,2024-06-24,451,446,5,-1,Early,Road,Received
SHP000913,PO000913,V004,H002,2023-12-07,2023-12-06,452,444,8,-1,Early,Road,Closed
SHP000914,PO000914,V012,H002,2024-09-01,2024-09-05,97,96,1,4,Delayed,Road,Received
SHP000915,PO000915,V008,H004,2023-12-31,2024-01-03,219,217,2,3,Delayed,Road,Closed
SHP000916,PO000916,V009,H003,2023-07-28,2023-08-02,337,331,6,5,Delayed,Road,Closed
SHP000917,PO000917,V009,H004,2025-10-02,2025-09-30,108,106,2,-2,Early,Road,Received
SHP000918,PO000918,V010,H003,2024-02-04,2024-02-05,70,69,1,1,Delayed,Road,Received
SHP000919,PO000919,V003,H003,2023-02-10,2023-02-14,181,179,2,4,Delayed,Road,Closed
SHP000920,PO000920,V002,H003,2025-12-17,2025-12-20,313,307,6,3,Delayed,Road,Quality Inspection
SHP000921,PO000921,V007,H003,2023-10-16,2023-10-14,201,200,1,-2,Early,Road,Received
SHP000922,PO000922,V002,H003,2025-05-30,2025-05-29,135,133,2,-1,Early,Road,Closed
SHP000923,PO000923,V012,H005,2024-02-23,2024-02-22,157,156,1,-1,Early,Air,Quality Inspection
SHP000924,PO000924,V005,H003,2023-09-22,2023-09-21,155,152,3,-1,Early,Road,Received
SHP000925,PO000925,V001,H004,2023-09-18,2023-09-18,62,61,1,0,Delivered,Road,Received
SHP000926,PO000926,V003,H003,2023-10-31,2023-10-30,87,87,0,-1,Early,Road,Quality Inspection
SHP000927,PO000927,V007,H001,2023-08-16,2023-08-15,344,338,6,-1,Early,Road,Quality Inspection
SHP000928,PO000928,V002,H005,2023-01-19,2023-01-23,248,245,3,4,Delayed,Road,Quality Inspection
SHP000929,PO000929,V008,H002,2024-02-06,2024-02-09,58,57,1,3,Delayed,Road,Closed
SHP000930,PO000930,V002,H005,2024-03-24,2024-03-22,378,377,1,-2,Early,Road,Closed
SHP000931,PO000931,V002,H003,2025-08-22,2025-08-20,408,407,1,-2,Early,Road,Closed
SHP000932,PO000932,V011,H005,2023-07-03,2023-07-02,198,196,2,-1,Early,Road,Quality Inspection
SHP000933,PO000933,V011,H003,2025-07-13,2025-07-18,245,242,3,5,Delayed,Air,Received
SHP000934,PO000934,V006,H005,2023-06-10,2023-06-15,130,128,2,5,Delayed,Road,Closed
SHP000935,PO000935,V005,H001,2025-04-12,2025-04-16,457,449,8,4,Delayed,Road,Closed
SHP000936,PO000936,V007,H001,2024-01-06,2024-01-06,202,200,2,0,Delivered,Air,Received
SHP000937,PO000937,V010,H005,2024-05-05,2024-05-05,113,113,0,0,Delivered,Road,Closed
SHP000938,PO000938,V005,H005,2025-01-20,2025-01-24,325,321,4,4,Delayed,Air,Quality Inspection
SHP000939,PO000939,V004,H005,2023-08-16,2023-08-17,433,428,5,1,Delayed,Road,Closed
SHP000940,PO000940,V010,H001,2023-08-06,2023-08-06,132,132,0,0,Delivered,Road,Quality Inspection
SHP000941,PO000941,V010,H005,2024-11-14,2024-11-15,108,108,0,1,Delayed,Road,Closed
SHP000942,PO000942,V005,H003,2025-09-02,2025-08-31,485,477,8,-2,Early,Road,Closed
SHP000943,PO000943,V003,H001,2023-02-11,2023-02-10,198,198,0,-1,Early,Road,Received
SHP000944,PO000944,V012,H005,2025-07-11,2025-07-16,219,217,2,5,Delayed,Road,Closed
SHP000945,PO000945,V010,H002,2025-10-17,2025-10-18,101,100,1,1,Delayed,Road,Received
SHP000946,PO000946,V001,H004,2025-10-08,2025-10-11,298,295,3,3,Delayed,Road,Closed
SHP000947,PO000947,V003,H004,2024-06-28,2024-06-30,405,403,2,2,Delayed,Road,Quality Inspection
SHP000948,PO000948,V004,H002,2023-05-12,2023-05-15,269,268,1,3,Delayed,Road,Received
SHP000949,PO000949,V006,H003,2024-12-17,2024-12-18,414,408,6,1,Delayed,Road,Quality Inspection
SHP000950,PO000950,V009,H004,2025-01-01,2025-01-01,397,392,5,0,Delivered,Air,Quality Inspection
SHP000951,PO000951,V010,H002,2023-05-29,2023-06-03,233,231,2,5,Delayed,Road,Received
SHP000952,PO000952,V001,H004,2025-08-08,2025-08-08,380,379,1,0,Delivered,Air,Received
SHP000953,PO000953,V012,H004,2024-10-26,2024-10-27,184,184,0,1,Delayed,Road,Received
SHP000954,PO000954,V002,H002,2024-03-07,2024-03-05,466,457,9,-2,Early,Road,Closed
SHP000955,PO000955,V008,H001,2024-09-27,2024-09-28,68,67,1,1,Delayed,Road,Closed
SHP000956,PO000956,V007,H004,2024-09-05,2024-09-10,384,382,2,5,Delayed,Road,Received
SHP000957,PO000957,V002,H003,2023-07-18,2023-07-20,118,117,1,2,Delayed,Road,Received
SHP000958,PO000958,V010,H004,2024-03-19,2024-03-23,236,232,4,4,Delayed,Road,Received
SHP000959,PO000959,V003,H004,2024-10-08,2024-10-08,437,429,8,0,Delivered,Road,Received
SHP000960,PO000960,V003,H005,2023-02-13,2023-02-13,339,335,4,0,Delivered,Road,Received
SHP000961,PO000961,V001,H005,2026-01-03,2026-01-08,233,233,0,5,Delayed,Road,Quality Inspection
SHP000962,PO000962,V003,H005,2024-05-12,2024-05-13,82,81,1,1,Delayed,Road,Received
SHP000963,PO000963,V012,H001,2025-05-10,2025-05-11,315,309,6,1,Delayed,Road,Quality Inspection
SHP000964,PO000964,V003,H005,2024-05-08,2024-05-13,73,73,0,5,Delayed,Air,Quality Inspection
SHP000965,PO000965,V006,H005,2025-10-09,2025-10-08,410,402,8,-1,Early,Road,Quality Inspection
SHP000966,PO000966,V004,H004,2024-07-18,2024-07-20,346,342,4,2,Delayed,Road,Quality Inspection
SHP000967,PO000967,V004,H004,2023-04-03,2023-04-07,237,233,4,4,Delayed,Road,Received
SHP000968,PO000968,V001,H003,2024-09-09,2024-09-11,242,241,1,2,Delayed,Road,Quality Inspection
SHP000969,PO000969,V001,H001,2023-10-22,2023-10-25,299,296,3,3,Delayed,Air,Received
SHP000970,PO000970,V004,H003,2025-10-19,2025-10-19,275,274,1,0,Delivered,Road,Closed
SHP000971,PO000971,V009,H001,2025-03-21,2025-03-23,158,157,1,2,Delayed,Road,Quality Inspection
SHP000972,PO000972,V007,H001,2024-08-10,2024-08-09,388,385,3,-1,Early,Road,Quality Inspection
SHP000973,PO000973,V006,H005,2026-01-15,2026-01-14,296,291,5,-1,Early,Road,Received
SHP000974,PO000974,V004,H002,2024-07-28,2024-07-28,381,375,6,0,Delivered,Road,Received
SHP000975,PO000975,V006,H004,2023-03-31,2023-03-31,343,339,4,0,Delivered,Road,Closed
SHP000976,PO000976,V008,H005,2023-09-29,2023-09-27,343,342,1,-2,Early,Road,Quality Inspection
SHP000977,PO000977,V011,H005,2024-09-23,2024-09-23,314,311,3,0,Delivered,Road,Closed
SHP000978,PO000978,V003,H002,2024-10-16,2024-10-14,499,495,4,-2,Early,Air,Received
SHP000979,PO000979,V008,H002,2025-05-17,2025-05-22,360,353,7,5,Delayed,Air,Received
SHP000980,PO000980,V001,H004,2024-12-28,2024-12-29,475,469,6,1,Delayed,Road,Closed
SHP000981,PO000981,V010,H005,2025-07-11,2025-07-11,369,365,4,0,Delivered,Road,Closed
SHP000982,PO000982,V011,H002,2023-07-03,2023-07-06,282,278,4,3,Delayed,Road,Received
SHP000983,PO000983,V007,H003,2024-11-10,2024-11-14,247,246,1,4,Delayed,Road,Received
SHP000984,PO000984,V008,H002,2024-08-22,2024-08-26,473,471,2,4,Delayed,Road,Received
SHP000985,PO000985,V004,H005,2024-04-10,2024-04-15,364,364,0,5,Delayed,Air,Closed
SHP000986,PO000986,V008,H004,2025-08-27,2025-08-26,97,96,1,-1,Early,Road,Closed
SHP000987,PO000987,V001,H003,2025-06-04,2025-06-02,446,440,6,-2,Early,Road,Quality Inspection
SHP000988,PO000988,V006,H001,2023-02-16,2023-02-14,407,399,8,-2,Early,Road,Quality Inspection
SHP000989,PO000989,V004,H002,2024-02-01,2024-02-05,229,225,4,4,Delayed,Air,Closed
SHP000990,PO000990,V007,H001,2024-03-24,2024-03-23,267,266,1,-1,Early,Road,Received
SHP000991,PO000991,V005,H001,2025-05-07,2025-05-06,195,192,3,-1,Early,Road,Received
SHP000992,PO000992,V007,H003,2024-06-17,2024-06-15,345,341,4,-2,Early,Road,Received
SHP000993,PO000993,V002,H005,2025-04-04,2025-04-08,385,382,3,4,Delayed,Road,Quality Inspection
SHP000994,PO000994,V006,H001,2023-08-02,2023-08-06,235,235,0,4,Delayed,Road,Closed
SHP000995,PO000995,V012,H003,2023-04-20,2023-04-22,183,180,3,2,Delayed,Road,Closed
SHP000996,PO000996,V001,H003,2025-02-05,2025-02-07,398,392,6,2,Delayed,Road,Quality Inspection
SHP000997,PO000997,V010,H004,2024-12-09,2024-12-14,141,140,1,5,Delayed,Road,Quality Inspection
SHP000998,PO000998,V006,H005,2024-07-05,2024-07-07,207,203,4,2,Delayed,Road,Closed
SHP000999,PO000999,V010,H003,2025-01-22,2025-01-26,426,424,2,4,Delayed,Air,Closed
SHP001000,PO001000,V004,H003,2025-06-17,2025-06-16,432,429,3,-1,Early,Road,Closed
