Financial_ID,PO_ID,Vendor_ID,Hospital_ID,Department_ID,Cost_Center,Invoice_Number,Invoice_Date,Payment_Due_Date,Payment_Date,Transaction_Date,Expense_Category,Expense_Type,Budget_Amount,Actual_Amount,Variance,Variance_Percentage,Payment_Method,Payment_Status,Fiscal_Year,Fiscal_Quarter,Budget_Status
FIN000751,PO000751,V011,H003,D0056,CC1016,INV-2023-000751,2023-11-09,2024-01-08,2024-01-07,2023-11-07,Pharmacy,OPEX,38186.05,38000.73,-185.32,-0.49,ACH,Paid,FY2023,Q4,Within Budget
FIN000752,PO000752,V008,H002,D0023,CC1003,INV-2025-000752,2025-05-28,2025-07-27,2025-08-05,2025-05-25,Administration,OPEX,461233.59,506792.2,45558.61,9.88,ACH,Partially Paid,FY2025,Q2,Over Budget
FIN000753,PO000753,V001,H005,D0094,CC1014,INV-2025-000753,2025-01-15,2025-02-14,2025-02-12,2025-01-12,Medical Supplies,CAPEX,201371.99,204151.07,2779.08,1.38,UPI,Paid,FY2025,Q1,Over Budget
FIN000754,PO000754,V006,H005,D0097,CC1017,INV-2025-000754,2025-06-14,2025-08-13,2025-08-10,2025-06-11,Administration,CAPEX,26327894.88,25096581.13,-1231313.75,-4.68,ACH,Paid,FY2025,Q2,Within Budget
FIN000755,PO000755,V005,H004,D0071,CC1011,INV-2026-000755,2026-01-12,2026-03-13,2026-03-10,2026-01-09,Laboratory,OPEX,22403824.19,21288183.23,-1115640.96,-4.98,UPI,Paid,FY2026,Q1,Within Budget
FIN000756,PO000756,V009,H001,D0013,CC1013,INV-2025-000756,2025-12-31,2026-02-14,2026-02-12,2025-12-30,Laboratory,CAPEX,9970.98,9744.9,-226.08,-2.27,UPI,Paid,FY2025,Q4,Within Budget
FIN000757,PO000757,V011,H004,D0063,CC1003,INV-2024-000757,2024-10-30,2024-12-29,2024-12-27,2024-10-27,Equipment,CAPEX,11812.4,12868.68,1056.28,8.94,Wire Transfer,Paid,FY2024,Q4,Over Budget
FIN000758,PO000758,V010,H005,D0088,CC1008,INV-2025-000758,2025-10-19,2025-12-03,,2025-10-19,Equipment,CAPEX,17954.44,17623.55,-330.89,-1.84,UPI,Pending,FY2025,Q4,Within Budget
FIN000759,PO000759,V012,H002,D0033,CC1013,INV-2023-000759,2023-09-17,2023-11-16,2023-11-13,2023-09-14,Medical Supplies,OPEX,30491.11,28648.53,-1842.58,-6.04,ACH,Paid,FY2023,Q3,Within Budget
FIN000760,PO000760,V001,H002,D0032,CC1012,INV-2025-000760,2025-05-03,2025-06-02,,2025-05-02,Medical Supplies,OPEX,309522.4,298458.01,-11064.39,-3.57,Bank Transfer,Pending,FY2025,Q2,Within Budget
FIN000761,PO000761,V002,H004,D0064,CC1004,INV-2024-000761,2024-03-01,2024-04-15,2024-04-29,2024-02-29,Medical Supplies,CAPEX,192050.2,202454.4,10404.2,5.42,Bank Transfer,Overdue,FY2024,Q1,Over Budget
FIN000762,PO000762,V005,H001,D0007,CC1007,INV-2023-000762,2023-09-18,2023-11-17,2023-11-16,2023-09-15,Administration,OPEX,12404830.32,12907935.03,503104.71,4.06,ACH,Paid,FY2023,Q3,Over Budget
FIN000763,PO000763,V010,H002,D0030,CC1010,INV-2024-000763,2024-02-21,2024-04-06,2024-04-02,2024-02-19,Equipment,OPEX,6555.05,6494.75,-60.3,-0.92,Cheque,Paid,FY2024,Q1,Within Budget
FIN000764,PO000764,V003,H002,D0034,CC1014,INV-2023-000764,2023-10-16,2023-11-15,2023-11-15,2023-10-16,Pharmacy,OPEX,21855.58,21498.68,-356.9,-1.63,UPI,Paid,FY2023,Q4,Within Budget
FIN000765,PO000765,V012,H005,D0100,CC1020,INV-2025-000765,2025-05-14,2025-07-13,,2025-05-11,Medical Supplies,OPEX,24514.78,25689.93,1175.15,4.79,Cheque,Pending,FY2025,Q2,Over Budget
FIN000766,PO000766,V004,H004,D0070,CC1010,INV-2024-000766,2024-03-13,2024-04-27,2024-05-02,2024-03-11,Pharmacy,CAPEX,16114.06,15613.27,-500.79,-3.11,ACH,Overdue,FY2024,Q1,Within Budget
FIN000767,PO000767,V006,H005,D0085,CC1005,INV-2024-000767,2024-12-17,2025-02-15,2025-02-22,2024-12-17,Administration,OPEX,31790111.35,29006672.53,-2783438.82,-8.76,ACH,Partially Paid,FY2024,Q4,Within Budget
FIN000768,PO000768,V011,H001,D0013,CC1013,INV-2024-000768,2024-10-14,2024-12-13,2024-12-08,2024-10-11,Medical Supplies,OPEX,24140.41,25687.43,1547.02,6.41,ACH,Paid,FY2024,Q4,Over Budget
FIN000769,PO000769,V008,H003,D0043,CC1003,INV-2025-000769,2025-03-01,2025-04-30,2025-04-27,2025-02-27,Equipment,OPEX,18633358.36,17182248.36,-1451110.0,-7.79,Wire Transfer,Paid,FY2025,Q1,Within Budget
FIN000770,PO000770,V005,H005,D0095,CC1015,INV-2025-000770,2025-02-26,2025-04-27,2025-04-26,2025-02-24,Administration,CAPEX,19897094.48,19189717.9,-707376.58,-3.56,Bank Transfer,Paid,FY2025,Q1,Within Budget
FIN000771,PO000771,V007,H003,D0043,CC1003,INV-2025-000771,2025-11-18,2026-01-17,2026-01-22,2025-11-15,Administration,CAPEX,1191526.79,1162285.46,-29241.33,-2.45,ACH,Overdue,FY2025,Q4,Within Budget
FIN000772,PO000772,V012,H003,D0044,CC1004,INV-2023-000772,2023-11-08,2024-01-07,,2023-11-05,Medical Supplies,CAPEX,10728.97,11532.29,803.32,7.49,UPI,Pending,FY2023,Q4,Over Budget
FIN000773,PO000773,V005,H005,D0082,CC1002,INV-2025-000773,2025-12-26,2026-02-24,2026-02-20,2025-12-25,Equipment,CAPEX,20889293.04,19127267.39,-1762025.65,-8.44,Wire Transfer,Paid,FY2025,Q4,Within Budget
FIN000774,PO000774,V007,H004,D0075,CC1015,INV-2025-000774,2025-09-08,2025-11-07,2025-11-06,2025-09-06,Equipment,OPEX,17723700.52,16381300.78,-1342399.74,-7.57,UPI,Paid,FY2025,Q3,Within Budget
FIN000775,PO000775,V012,H001,D0011,CC1011,INV-2024-000775,2024-10-19,2024-12-18,2025-01-01,2024-10-18,Administration,OPEX,29138.57,28899.55,-239.02,-0.82,Cheque,Overdue,FY2024,Q4,Within Budget
FIN000776,PO000776,V005,H005,D0088,CC1008,INV-2025-000776,2025-07-13,2025-09-11,,2025-07-12,Administration,OPEX,18219767.0,16576427.09,-1643339.91,-9.02,Wire Transfer,Pending,FY2025,Q3,Within Budget
FIN000777,PO000777,V010,H004,D0070,CC1010,INV-2025-000777,2025-12-01,2026-01-15,2026-01-14,2025-12-01,Medical Supplies,CAPEX,29211.61,31975.48,2763.87,9.46,Cheque,Paid,FY2025,Q4,Over Budget
FIN000778,PO000778,V012,H004,D0071,CC1011,INV-2023-000778,2023-11-06,2024-01-05,2023-12-31,2023-11-04,Pharmacy,OPEX,16223.67,14853.59,-1370.08,-8.44,ACH,Paid,FY2023,Q4,Within Budget
FIN000779,PO000779,V010,H001,D0011,CC1011,INV-2023-000779,2023-04-29,2023-06-13,2023-06-09,2023-04-28,Administration,CAPEX,5503.5,5973.27,469.77,8.54,UPI,Paid,FY2023,Q2,Over Budget
FIN000780,PO000780,V011,H004,D0073,CC1013,INV-2025-000780,2025-03-10,2025-05-09,2025-05-08,2025-03-09,Medical Supplies,CAPEX,43428.02,42853.41,-574.61,-1.32,Bank Transfer,Paid,FY2025,Q1,Within Budget
FIN000781,PO000781,V010,H004,D0074,CC1014,INV-2024-000781,2024-10-21,2024-12-05,2024-12-01,2024-10-18,Laboratory,CAPEX,4000.64,3855.56,-145.08,-3.63,ACH,Paid,FY2024,Q4,Within Budget
FIN000782,PO000782,V009,H005,D0088,CC1008,INV-2023-000782,2023-10-11,2023-11-25,2023-11-24,2023-10-08,Equipment,OPEX,59489.46,55575.51,-3913.95,-6.58,Bank Transfer,Paid,FY2023,Q4,Within Budget
FIN000783,PO000783,V011,H004,D0078,CC1018,INV-2024-000783,2024-05-05,2024-07-04,2024-07-10,2024-05-05,Equipment,OPEX,19984.55,20356.71,372.16,1.86,ACH,Partially Paid,FY2024,Q2,Over Budget
FIN000784,PO000784,V010,H001,D0006,CC1006,INV-2024-000784,2024-01-31,2024-03-16,2024-04-05,2024-01-28,Pharmacy,CAPEX,13753.87,15060.73,1306.86,9.5,ACH,Overdue,FY2024,Q1,Over Budget
FIN000785,PO000785,V003,H005,D0093,CC1013,INV-2023-000785,2023-08-28,2023-09-27,2023-09-24,2023-08-28,Pharmacy,CAPEX,12253.31,12433.46,180.15,1.47,UPI,Paid,FY2023,Q3,Over Budget
FIN000786,PO000786,V007,H005,D0097,CC1017,INV-2023-000786,2023-10-12,2023-12-11,2023-12-08,2023-10-12,Laboratory,OPEX,12332678.2,11336976.22,-995701.98,-8.07,ACH,Paid,FY2023,Q4,Within Budget
FIN000787,PO000787,V002,H002,D0027,CC1007,INV-2024-000787,2024-09-28,2024-11-12,2024-11-12,2024-09-25,Administration,CAPEX,142653.37,142121.76,-531.61,-0.37,UPI,Partially Paid,FY2024,Q3,Within Budget
FIN000788,PO000788,V003,H004,D0074,CC1014,INV-2025-000788,2025-09-23,2025-10-23,2025-10-20,2025-09-23,Laboratory,CAPEX,26665.18,25322.29,-1342.89,-5.04,Wire Transfer,Paid,FY2025,Q3,Within Budget
FIN000789,PO000789,V003,H005,D0093,CC1013,INV-2024-000789,2024-12-10,2025-01-09,2025-01-09,2024-12-07,Administration,OPEX,7070.26,7125.34,55.08,0.78,Cheque,Paid,FY2024,Q4,Over Budget
FIN000790,PO000790,V003,H001,D0015,CC1015,INV-2025-000790,2025-08-17,2025-09-16,2025-09-12,2025-08-14,Medical Supplies,OPEX,14840.38,13921.84,-918.54,-6.19,UPI,Paid,FY2025,Q3,Within Budget
FIN000791,PO000791,V005,H005,D0089,CC1009,INV-2023-000791,2023-09-06,2023-11-05,2023-11-03,2023-09-05,Laboratory,OPEX,50190980.17,46149718.9,-4041261.27,-8.05,ACH,Paid,FY2023,Q3,Within Budget
FIN000792,PO000792,V011,H002,D0036,CC1016,INV-2024-000792,2024-04-06,2024-06-05,2024-06-12,2024-04-05,Pharmacy,CAPEX,3023.31,3051.58,28.27,0.94,ACH,Overdue,FY2024,Q2,Over Budget
FIN000793,PO000793,V005,H002,D0030,CC1010,INV-2025-000793,2025-04-04,2025-06-03,2025-05-29,2025-04-04,Laboratory,CAPEX,7743977.96,7419913.65,-324064.31,-4.18,Bank Transfer,Paid,FY2025,Q2,Within Budget
FIN000794,PO000794,V010,H005,D0094,CC1014,INV-2024-000794,2024-10-06,2024-11-20,,2024-10-03,Administration,OPEX,9992.62,9945.25,-47.37,-0.47,Cheque,Pending,FY2024,Q4,Within Budget
FIN000795,PO000795,V009,H004,D0076,CC1016,INV-2024-000795,2024-09-04,2024-10-19,,2024-09-04,Pharmacy,OPEX,58491.02,57907.93,-583.09,-1.0,ACH,Pending,FY2024,Q3,Within Budget
FIN000796,PO000796,V011,H003,D0054,CC1014,INV-2023-000796,2023-08-31,2023-10-30,,2023-08-30,Medical Supplies,CAPEX,30910.78,28787.32,-2123.46,-6.87,Wire Transfer,Pending,FY2023,Q3,Within Budget
FIN000797,PO000797,V007,H002,D0028,CC1008,INV-2025-000797,2025-03-26,2025-05-25,2025-05-24,2025-03-23,Medical Supplies,OPEX,2003539.74,2082890.23,79350.49,3.96,ACH,Paid,FY2025,Q1,Over Budget
FIN000798,PO000798,V001,H002,D0026,CC1006,INV-2023-000798,2023-10-22,2023-11-21,2023-11-18,2023-10-20,Laboratory,OPEX,41045.84,45570.71,4524.87,11.02,UPI,Paid,FY2023,Q4,Over Budget
FIN000799,PO000799,V010,H004,D0067,CC1007,INV-2023-000799,2023-09-30,2023-11-14,2023-11-09,2023-09-29,Laboratory,CAPEX,11362.91,10555.02,-807.89,-7.11,Cheque,Paid,FY2023,Q3,Within Budget
FIN000800,PO000800,V001,H002,D0037,CC1017,INV-2025-000800,2025-06-20,2025-07-20,2025-07-16,2025-06-20,Pharmacy,OPEX,100688.27,101872.53,1184.26,1.18,Bank Transfer,Paid,FY2025,Q2,Over Budget
FIN000801,PO000801,V003,H002,D0040,CC1020,INV-2025-000801,2025-05-26,2025-06-25,,2025-05-26,Medical Supplies,OPEX,8612.47,9191.85,579.38,6.73,Bank Transfer,Pending,FY2025,Q2,Over Budget
FIN000802,PO000802,V010,H003,D0043,CC1003,INV-2025-000802,2025-01-14,2025-02-28,2025-02-28,2025-01-12,Medical Supplies,OPEX,2470.24,2390.4,-79.84,-3.23,Cheque,Paid,FY2025,Q1,Within Budget
FIN000803,PO000803,V002,H003,D0056,CC1016,INV-2025-000803,2025-11-06,2025-12-21,,2025-11-05,Administration,OPEX,248511.99,226177.62,-22334.37,-8.99,Cheque,Pending,FY2025,Q4,Within Budget
FIN000804,PO000804,V011,H005,D0089,CC1009,INV-2025-000804,2025-10-06,2025-12-05,2025-12-06,2025-10-04,Pharmacy,CAPEX,22650.84,21574.96,-1075.88,-4.75,Wire Transfer,Partially Paid,FY2025,Q4,Within Budget
FIN000805,PO000805,V001,H001,D0004,CC1004,INV-2025-000805,2025-12-23,2026-01-22,,2025-12-23,Administration,OPEX,339951.41,314913.88,-25037.53,-7.37,Wire Transfer,Pending,FY2025,Q4,Within Budget
FIN000806,PO000806,V007,H004,D0072,CC1012,INV-2025-000806,2025-09-18,2025-11-17,,2025-09-18,Pharmacy,CAPEX,15996273.46,16090185.94,93912.48,0.59,UPI,Pending,FY2025,Q3,Over Budget
FIN000807,PO000807,V011,H001,D0002,CC1002,INV-2025-000807,2025-09-08,2025-11-07,,2025-09-07,Administration,OPEX,16566.02,16856.77,290.75,1.76,Bank Transfer,Pending,FY2025,Q3,Over Budget
FIN000808,PO000808,V008,H004,D0071,CC1011,INV-2024-000808,2024-09-19,2024-11-18,2024-11-13,2024-09-19,Administration,CAPEX,1375824.57,1356463.21,-19361.36,-1.41,Cheque,Paid,FY2024,Q3,Within Budget
FIN000809,PO000809,V004,H004,D0067,CC1007,INV-2023-000809,2023-05-19,2023-07-03,2023-06-29,2023-05-17,Administration,CAPEX,13359.81,13075.18,-284.63,-2.13,ACH,Paid,FY2023,Q2,Within Budget
FIN000810,PO000810,V004,H004,D0079,CC1019,INV-2024-000810,2024-08-24,2024-10-08,2024-10-03,2024-08-21,Laboratory,CAPEX,1799.2,1758.99,-40.21,-2.23,ACH,Paid,FY2024,Q3,Within Budget
FIN000811,PO000811,V011,H001,D0017,CC1017,INV-2023-000811,2023-10-17,2023-12-16,,2023-10-16,Equipment,OPEX,40026.62,37174.15,-2852.47,-7.13,Bank Transfer,Pending,FY2023,Q4,Within Budget
FIN000812,PO000812,V010,H001,D0014,CC1014,INV-2023-000812,2023-11-25,2024-01-09,,2023-11-25,Equipment,CAPEX,4414.87,4879.4,464.53,10.52,Cheque,Pending,FY2023,Q4,Over Budget
FIN000813,PO000813,V006,H003,D0052,CC1012,INV-2024-000813,2024-01-24,2024-03-24,2024-03-19,2024-01-22,Equipment,OPEX,5138157.14,5651926.05,513768.91,10.0,ACH,Paid,FY2024,Q1,Over Budget
FIN000814,PO000814,V002,H001,D0005,CC1005,INV-2025-000814,2025-05-11,2025-06-25,,2025-05-09,Pharmacy,CAPEX,109820.95,105800.18,-4020.77,-3.66,UPI,Pending,FY2025,Q2,Within Budget
FIN000815,PO000815,V008,H005,D0090,CC1010,INV-2024-000815,2024-12-27,2025-02-25,2025-02-23,2024-12-27,Pharmacy,CAPEX,549943.84,544499.54,-5444.3,-0.99,UPI,Paid,FY2024,Q4,Within Budget
FIN000816,PO000816,V007,H003,D0051,CC1011,INV-2025-000816,2025-09-29,2025-11-28,2025-12-09,2025-09-29,Pharmacy,CAPEX,16717417.0,16338388.15,-379028.85,-2.27,Cheque,Overdue,FY2025,Q3,Within Budget
FIN000817,PO000817,V012,H004,D0074,CC1014,INV-2025-000817,2025-03-30,2025-05-29,2025-05-26,2025-03-30,Equipment,CAPEX,18197.3,16799.07,-1398.23,-7.68,UPI,Paid,FY2025,Q1,Within Budget
FIN000818,PO000818,V011,H003,D0046,CC1006,INV-2024-000818,2024-09-06,2024-11-05,,2024-09-03,Laboratory,OPEX,22408.64,20764.4,-1644.24,-7.34,UPI,Pending,FY2024,Q3,Within Budget
FIN000819,PO000819,V004,H002,D0031,CC1011,INV-2026-000819,2026-01-04,2026-02-18,2026-02-18,2026-01-02,Equipment,CAPEX,8629.68,8990.48,360.8,4.18,Wire Transfer,Paid,FY2026,Q1,Over Budget
FIN000820,PO000820,V007,H004,D0062,CC1002,INV-2024-000820,2024-08-04,2024-10-03,2024-10-03,2024-08-03,Pharmacy,CAPEX,1059257.28,1159885.96,100628.68,9.5,UPI,Paid,FY2024,Q3,Over Budget
FIN000821,PO000821,V001,H005,D0083,CC1003,INV-2024-000821,2024-05-21,2024-06-20,2024-06-20,2024-05-18,Pharmacy,CAPEX,271102.44,253726.93,-17375.51,-6.41,Bank Transfer,Paid,FY2024,Q2,Within Budget
FIN000822,PO000822,V011,H002,D0026,CC1006,INV-2023-000822,2023-02-04,2023-04-05,2023-04-04,2023-02-04,Pharmacy,CAPEX,25525.51,26747.9,1222.39,4.79,Wire Transfer,Paid,FY2023,Q1,Over Budget
FIN000823,PO000823,V009,H002,D0035,CC1015,INV-2025-000823,2025-01-04,2025-02-18,2025-02-16,2025-01-02,Medical Supplies,OPEX,65051.73,68967.13,3915.4,6.02,Bank Transfer,Paid,FY2025,Q1,Over Budget
FIN000824,PO000824,V012,H003,D0051,CC1011,INV-2023-000824,2023-05-14,2023-07-13,,2023-05-14,Administration,OPEX,5652.64,5716.93,64.29,1.14,ACH,Pending,FY2023,Q2,Over Budget
FIN000825,PO000825,V011,H001,D0006,CC1006,INV-2025-000825,2025-02-26,2025-04-27,,2025-02-23,Administration,CAPEX,24836.28,25656.7,820.42,3.3,Wire Transfer,Pending,FY2025,Q1,Over Budget
FIN000826,PO000826,V007,H002,D0024,CC1004,INV-2023-000826,2023-07-05,2023-09-03,2023-09-24,2023-07-05,Equipment,OPEX,1905480.12,2051861.99,146381.87,7.68,Bank Transfer,Overdue,FY2023,Q3,Over Budget
FIN000827,PO000827,V005,H003,D0048,CC1008,INV-2023-000827,2023-12-18,2024-02-16,2024-02-16,2023-12-18,Administration,OPEX,2288537.12,2307286.87,18749.75,0.82,Wire Transfer,Paid,FY2023,Q4,Over Budget
FIN000828,PO000828,V011,H005,D0093,CC1013,INV-2024-000828,2024-06-29,2024-08-28,2024-08-23,2024-06-29,Pharmacy,OPEX,19324.82,19453.7,128.88,0.67,UPI,Paid,FY2024,Q2,Over Budget
FIN000829,PO000829,V003,H001,D0009,CC1009,INV-2024-000829,2024-01-12,2024-02-11,2024-02-10,2024-01-11,Pharmacy,CAPEX,31167.67,29635.55,-1532.12,-4.92,UPI,Paid,FY2024,Q1,Within Budget
FIN000830,PO000830,V009,H003,D0046,CC1006,INV-2023-000830,2023-08-26,2023-10-10,,2023-08-23,Pharmacy,OPEX,81647.12,84711.12,3064.0,3.75,ACH,Pending,FY2023,Q3,Over Budget
FIN000831,PO000831,V011,H004,D0080,CC1020,INV-2025-000831,2025-07-15,2025-09-13,2025-09-21,2025-07-15,Administration,OPEX,13025.44,13643.1,617.66,4.74,ACH,Partially Paid,FY2025,Q3,Over Budget
FIN000832,PO000832,V008,H005,D0094,CC1014,INV-2025-000832,2025-04-05,2025-06-04,2025-05-30,2025-04-03,Pharmacy,OPEX,8036456.15,7968676.64,-67779.51,-0.84,ACH,Paid,FY2025,Q2,Within Budget
FIN000833,PO000833,V009,H003,D0057,CC1017,INV-2025-000833,2025-12-10,2026-01-24,2026-01-24,2025-12-08,Equipment,OPEX,64167.87,70186.46,6018.59,9.38,Cheque,Paid,FY2025,Q4,Over Budget
FIN000834,PO000834,V010,H001,D0011,CC1011,INV-2023-000834,2023-01-25,2023-03-11,2023-03-11,2023-01-25,Medical Supplies,CAPEX,5355.48,4955.76,-399.72,-7.46,Cheque,Paid,FY2023,Q1,Within Budget
FIN000835,PO000835,V008,H001,D0002,CC1002,INV-2024-000835,2024-10-11,2024-12-10,2024-12-08,2024-10-08,Pharmacy,OPEX,26635678.34,28463106.6,1827428.26,6.86,UPI,Paid,FY2024,Q4,Over Budget
FIN000836,PO000836,V007,H002,D0032,CC1012,INV-2026-000836,2026-01-30,2026-03-31,2026-03-31,2026-01-27,Laboratory,OPEX,17052129.34,18621775.13,1569645.79,9.2,Cheque,Paid,FY2026,Q1,Over Budget
FIN000837,PO000837,V005,H004,D0066,CC1006,INV-2024-000837,2024-01-19,2024-03-19,2024-03-18,2024-01-16,Equipment,CAPEX,20131479.42,20924989.84,793510.42,3.94,Wire Transfer,Paid,FY2024,Q1,Over Budget
FIN000838,PO000838,V011,H001,D0017,CC1017,INV-2025-000838,2025-01-27,2025-03-28,,2025-01-25,Pharmacy,CAPEX,14803.32,15129.89,326.57,2.21,Cheque,Pending,FY2025,Q1,Over Budget
FIN000839,PO000839,V006,H001,D0010,CC1010,INV-2023-000839,2023-04-06,2023-06-05,2023-06-02,2023-04-03,Laboratory,OPEX,1414029.13,1560647.56,146618.43,10.37,Wire Transfer,Paid,FY2023,Q2,Over Budget
FIN000840,PO000840,V004,H005,D0090,CC1010,INV-2025-000840,2025-03-13,2025-04-27,2025-04-24,2025-03-12,Medical Supplies,CAPEX,26340.02,25000.3,-1339.72,-5.09,UPI,Paid,FY2025,Q1,Within Budget
FIN000841,PO000841,V003,H002,D0032,CC1012,INV-2023-000841,2023-03-27,2023-04-26,2023-04-23,2023-03-25,Administration,CAPEX,29643.45,28783.11,-860.34,-2.9,ACH,Paid,FY2023,Q1,Within Budget
FIN000842,PO000842,V006,H005,D0085,CC1005,INV-2023-000842,2023-09-20,2023-11-19,2023-11-25,2023-09-19,Medical Supplies,CAPEX,6589852.97,6434303.88,-155549.09,-2.36,ACH,Partially Paid,FY2023,Q3,Within Budget
FIN000843,PO000843,V010,H002,D0029,CC1009,INV-2023-000843,2023-06-12,2023-07-27,,2023-06-09,Laboratory,CAPEX,12735.08,11982.76,-752.32,-5.91,UPI,Pending,FY2023,Q2,Within Budget
FIN000844,PO000844,V004,H003,D0050,CC1010,INV-2024-000844,2024-05-19,2024-07-03,,2024-05-18,Medical Supplies,CAPEX,15310.11,14737.89,-572.22,-3.74,Bank Transfer,Pending,FY2024,Q2,Within Budget
FIN000845,PO000845,V011,H001,D0018,CC1018,INV-2025-000845,2025-08-10,2025-10-09,2025-10-09,2025-08-07,Laboratory,OPEX,12646.21,12417.33,-228.88,-1.81,Wire Transfer,Paid,FY2025,Q3,Within Budget
FIN000846,PO000846,V007,H005,D0081,CC1001,INV-2024-000846,2024-03-20,2024-05-19,2024-05-14,2024-03-20,Administration,CAPEX,2696901.89,2471553.8,-225348.09,-8.36,Wire Transfer,Paid,FY2024,Q1,Within Budget
FIN000847,PO000847,V010,H003,D0052,CC1012,INV-2023-000847,2023-10-26,2023-12-10,2023-12-09,2023-10-26,Administration,OPEX,3906.26,3910.72,4.46,0.11,ACH,Paid,FY2023,Q4,Over Budget
FIN000848,PO000848,V010,H001,D0008,CC1008,INV-2023-000848,2023-09-24,2023-11-08,2023-11-05,2023-09-21,Administration,CAPEX,5836.68,5654.73,-181.95,-3.12,ACH,Paid,FY2023,Q3,Within Budget
FIN000849,PO000849,V011,H002,D0032,CC1012,INV-2025-000849,2025-07-05,2025-09-03,2025-08-29,2025-07-03,Pharmacy,CAPEX,15663.84,16643.61,979.77,6.25,Wire Transfer,Paid,FY2025,Q3,Over Budget
FIN000850,PO000850,V010,H004,D0063,CC1003,INV-2023-000850,2023-02-21,2023-04-07,2023-04-03,2023-02-21,Laboratory,OPEX,6279.12,5718.39,-560.73,-8.93,Wire Transfer,Paid,FY2023,Q1,Within Budget
FIN000851,PO000851,V009,H002,D0038,CC1018,INV-2025-000851,2025-05-19,2025-07-03,2025-06-29,2025-05-19,Pharmacy,OPEX,70209.56,76943.49,6733.93,9.59,Wire Transfer,Paid,FY2025,Q2,Over Budget
FIN000852,PO000852,V009,H002,D0034,CC1014,INV-2025-000852,2025-05-07,2025-06-21,2025-06-17,2025-05-06,Laboratory,CAPEX,169300.48,157762.38,-11538.1,-6.82,Cheque,Paid,FY2025,Q2,Within Budget
FIN000853,PO000853,V005,H003,D0047,CC1007,INV-2023-000853,2023-07-26,2023-09-24,2023-09-19,2023-07-23,Equipment,CAPEX,819822.2,835524.61,15702.41,1.92,ACH,Paid,FY2023,Q3,Over Budget
FIN000854,PO000854,V005,H001,D0011,CC1011,INV-2023-000854,2023-09-21,2023-11-20,2023-12-06,2023-09-18,Laboratory,OPEX,11867748.6,12656969.27,789220.67,6.65,Wire Transfer,Overdue,FY2023,Q3,Over Budget
FIN000855,PO000855,V004,H003,D0041,CC1001,INV-2024-000855,2024-07-25,2024-09-08,2024-09-08,2024-07-24,Medical Supplies,OPEX,14543.08,13227.1,-1315.98,-9.05,Cheque,Paid,FY2024,Q3,Within Budget
FIN000856,PO000856,V010,H002,D0026,CC1006,INV-2024-000856,2024-01-12,2024-02-26,2024-02-21,2024-01-11,Laboratory,CAPEX,6977.4,6763.76,-213.64,-3.06,UPI,Paid,FY2024,Q1,Within Budget
FIN000857,PO000857,V006,H002,D0031,CC1011,INV-2025-000857,2025-06-30,2025-08-29,2025-08-26,2025-06-29,Administration,CAPEX,33278933.0,30641829.65,-2637103.35,-7.92,Cheque,Paid,FY2025,Q2,Within Budget
FIN000858,PO000858,V007,H003,D0048,CC1008,INV-2023-000858,2023-08-26,2023-10-25,2023-10-25,2023-08-25,Administration,CAPEX,16880130.53,17383174.46,503043.93,2.98,ACH,Paid,FY2023,Q3,Over Budget
FIN000859,PO000859,V009,H003,D0049,CC1009,INV-2023-000859,2023-06-10,2023-07-25,2023-07-21,2023-06-08,Administration,CAPEX,26007.38,24948.9,-1058.48,-4.07,Bank Transfer,Paid,FY2023,Q2,Within Budget
FIN000860,PO000860,V012,H004,D0072,CC1012,INV-2024-000860,2024-11-18,2025-01-17,,2024-11-15,Medical Supplies,CAPEX,14437.64,13177.28,-1260.36,-8.73,Bank Transfer,Pending,FY2024,Q4,Within Budget
FIN000861,PO000861,V008,H004,D0077,CC1017,INV-2024-000861,2024-03-13,2024-05-12,2024-05-12,2024-03-11,Administration,OPEX,15912480.23,17139358.42,1226878.19,7.71,ACH,Paid,FY2024,Q1,Over Budget
FIN000862,PO000862,V002,H001,D0003,CC1003,INV-2025-000862,2025-06-21,2025-08-05,,2025-06-21,Administration,CAPEX,174006.41,174970.44,964.03,0.55,UPI,Pending,FY2025,Q2,Over Budget
FIN000863,PO000863,V007,H004,D0061,CC1001,INV-2023-000863,2023-11-08,2024-01-07,2024-01-07,2023-11-06,Laboratory,CAPEX,39797965.92,43707378.78,3909412.86,9.82,UPI,Paid,FY2023,Q4,Over Budget
FIN000864,PO000864,V010,H003,D0045,CC1005,INV-2024-000864,2024-12-04,2025-01-18,2025-01-16,2024-12-02,Pharmacy,OPEX,5078.93,4697.45,-381.48,-7.51,Bank Transfer,Paid,FY2024,Q4,Within Budget
FIN000865,PO000865,V004,H005,D0097,CC1017,INV-2023-000865,2023-08-29,2023-10-13,,2023-08-27,Administration,CAPEX,16650.32,16025.17,-625.15,-3.75,Bank Transfer,Pending,FY2023,Q3,Within Budget
FIN000866,PO000866,V010,H003,D0044,CC1004,INV-2024-000866,2024-09-11,2024-10-26,2024-10-21,2024-09-10,Pharmacy,OPEX,3099.42,3021.29,-78.13,-2.52,Wire Transfer,Paid,FY2024,Q3,Within Budget
