Date_Key,Date,Day,Day_Name,Week_Number,Month,Month_Name,Quarter,Year,Fiscal_Year,Fiscal_Quarter,Is_Weekend,Is_Month_Start,Day_Of_Year
20250720,2025-07-20,20,Sunday,29,7,July,3,2025,FY2025,Q3,Yes,No,201
20250721,2025-07-21,21,Monday,30,7,July,3,2025,FY2025,Q3,No,No,202
20250722,2025-07-22,22,Tuesday,30,7,July,3,2025,FY2025,Q3,No,No,203
20250723,2025-07-23,23,Wednesday,30,7,July,3,2025,FY2025,Q3,No,No,204
20250724,2025-07-24,24,Thursday,30,7,July,3,2025,FY2025,Q3,No,No,205
20250725,2025-07-25,25,Friday,30,7,July,3,2025,FY2025,Q3,No,No,206
20250726,2025-07-26,26,Saturday,30,7,July,3,2025,FY2025,Q3,Yes,No,207
20250727,2025-07-27,27,Sunday,30,7,July,3,2025,FY2025,Q3,Yes,No,208
20250728,2025-07-28,28,Monday,31,7,July,3,2025,FY2025,Q3,No,No,209
20250729,2025-07-29,29,Tuesday,31,7,July,3,2025,FY2025,Q3,No,No,210
20250730,2025-07-30,30,Wednesday,31,7,July,3,2025,FY2025,Q3,No,No,211
20250731,2025-07-31,31,Thursday,31,7,July,3,2025,FY2025,Q3,No,No,212
20250801,2025-08-01,1,Friday,31,8,August,3,2025,FY2025,Q3,No,Yes,213
20250802,2025-08-02,2,Saturday,31,8,August,3,2025,FY2025,Q3,Yes,No,214
20250803,2025-08-03,3,Sunday,31,8,August,3,2025,FY2025,Q3,Yes,No,215
20250804,2025-08-04,4,Monday,32,8,August,3,2025,FY2025,Q3,No,No,216
20250805,2025-08-05,5,Tuesday,32,8,August,3,2025,FY2025,Q3,No,No,217
20250806,2025-08-06,6,Wednesday,32,8,August,3,2025,FY2025,Q3,No,No,218
20250807,2025-08-07,7,Thursday,32,8,August,3,2025,FY2025,Q3,No,No,219
20250808,2025-08-08,8,Friday,32,8,August,3,2025,FY2025,Q3,No,No,220
20250809,2025-08-09,9,Saturday,32,8,August,3,2025,FY2025,Q3,Yes,No,221
20250810,2025-08-10,10,Sunday,32,8,August,3,2025,FY2025,Q3,Yes,No,222
20250811,2025-08-11,11,Monday,33,8,August,3,2025,FY2025,Q3,No,No,223
20250812,2025-08-12,12,Tuesday,33,8,August,3,2025,FY2025,Q3,No,No,224
20250813,2025-08-13,13,Wednesday,33,8,August,3,2025,FY2025,Q3,No,No,225
20250814,2025-08-14,14,Thursday,33,8,August,3,2025,FY2025,Q3,No,No,226
20250815,2025-08-15,15,Friday,33,8,August,3,2025,FY2025,Q3,No,No,227
20250816,2025-08-16,16,Saturday,33,8,August,3,2025,FY2025,Q3,Yes,No,228
20250817,2025-08-17,17,Sunday,33,8,August,3,2025,FY2025,Q3,Yes,No,229
20250818,2025-08-18,18,Monday,34,8,August,3,2025,FY2025,Q3,No,No,230
20250819,2025-08-19,19,Tuesday,34,8,August,3,2025,FY2025,Q3,No,No,231
20250820,2025-08-20,20,Wednesday,34,8,August,3,2025,FY2025,Q3,No,No,232
20250821,2025-08-21,21,Thursday,34,8,August,3,2025,FY2025,Q3,No,No,233
20250822,2025-08-22,22,Friday,34,8,August,3,2025,FY2025,Q3,No,No,234
20250823,2025-08-23,23,Saturday,34,8,August,3,2025,FY2025,Q3,Yes,No,235
20250824,2025-08-24,24,Sunday,34,8,August,3,2025,FY2025,Q3,Yes,No,236
20250825,2025-08-25,25,Monday,35,8,August,3,2025,FY2025,Q3,No,No,237
20250826,2025-08-26,26,Tuesday,35,8,August,3,2025,FY2025,Q3,No,No,238
20250827,2025-08-27,27,Wednesday,35,8,August,3,2025,FY2025,Q3,No,No,239
20250828,2025-08-28,28,Thursday,35,8,August,3,2025,FY2025,Q3,No,No,240
20250829,2025-08-29,29,Friday,35,8,August,3,2025,FY2025,Q3,No,No,241
20250830,2025-08-30,30,Saturday,35,8,August,3,2025,FY2025,Q3,Yes,No,242
20250831,2025-08-31,31,Sunday,35,8,August,3,2025,FY2025,Q3,Yes,No,243
20250901,2025-09-01,1,Monday,36,9,September,3,2025,FY2025,Q3,No,Yes,244
20250902,2025-09-02,2,Tuesday,36,9,September,3,2025,FY2025,Q3,No,No,245
20250903,2025-09-03,3,Wednesday,36,9,September,3,2025,FY2025,Q3,No,No,246
20250904,2025-09-04,4,Thursday,36,9,September,3,2025,FY2025,Q3,No,No,247
20250905,2025-09-05,5,Friday,36,9,September,3,2025,FY2025,Q3,No,No,248
20250906,2025-09-06,6,Saturday,36,9,September,3,2025,FY2025,Q3,Yes,No,249
20250907,2025-09-07,7,Sunday,36,9,September,3,2025,FY2025,Q3,Yes,No,250
20250908,2025-09-08,8,Monday,37,9,September,3,2025,FY2025,Q3,No,No,251
20250909,2025-09-09,9,Tuesday,37,9,September,3,2025,FY2025,Q3,No,No,252
20250910,2025-09-10,10,Wednesday,37,9,September,3,2025,FY2025,Q3,No,No,253
20250911,2025-09-11,11,Thursday,37,9,September,3,2025,FY2025,Q3,No,No,254
20250912,2025-09-12,12,Friday,37,9,September,3,2025,FY2025,Q3,No,No,255
20250913,2025-09-13,13,Saturday,37,9,September,3,2025,FY2025,Q3,Yes,No,256
20250914,2025-09-14,14,Sunday,37,9,September,3,2025,FY2025,Q3,Yes,No,257
20250915,2025-09-15,15,Monday,38,9,September,3,2025,FY2025,Q3,No,No,258
20250916,2025-09-16,16,Tuesday,38,9,September,3,2025,FY2025,Q3,No,No,259
20250917,2025-09-17,17,Wednesday,38,9,September,3,2025,FY2025,Q3,No,No,260
20250918,2025-09-18,18,Thursday,38,9,September,3,2025,FY2025,Q3,No,No,261
20250919,2025-09-19,19,Friday,38,9,September,3,2025,FY2025,Q3,No,No,262
20250920,2025-09-20,20,Saturday,38,9,September,3,2025,FY2025,Q3,Yes,No,263
20250921,2025-09-21,21,Sunday,38,9,September,3,2025,FY2025,Q3,Yes,No,264
20250922,2025-09-22,22,Monday,39,9,September,3,2025,FY2025,Q3,No,No,265
20250923,2025-09-23,23,Tuesday,39,9,September,3,2025,FY2025,Q3,No,No,266
20250924,2025-09-24,24,Wednesday,39,9,September,3,2025,FY2025,Q3,No,No,267
20250925,2025-09-25,25,Thursday,39,9,September,3,2025,FY2025,Q3,No,No,268
20250926,2025-09-26,26,Friday,39,9,September,3,2025,FY2025,Q3,No,No,269
20250927,2025-09-27,27,Saturday,39,9,September,3,2025,FY2025,Q3,Yes,No,270
20250928,2025-09-28,28,Sunday,39,9,September,3,2025,FY2025,Q3,Yes,No,271
20250929,2025-09-29,29,Monday,40,9,September,3,2025,FY2025,Q3,No,No,272
20250930,2025-09-30,30,Tuesday,40,9,September,3,2025,FY2025,Q3,No,No,273
20251001,2025-10-01,1,Wednesday,40,10,October,4,2025,FY2025,Q4,No,Yes,274
20251002,2025-10-02,2,Thursday,40,10,October,4,2025,FY2025,Q4,No,No,275
20251003,2025-10-03,3,Friday,40,10,October,4,2025,FY2025,Q4,No,No,276
20251004,2025-10-04,4,Saturday,40,10,October,4,2025,FY2025,Q4,Yes,No,277
20251005,2025-10-05,5,Sunday,40,10,October,4,2025,FY2025,Q4,Yes,No,278
20251006,2025-10-06,6,Monday,41,10,October,4,2025,FY2025,Q4,No,No,279
20251007,2025-10-07,7,Tuesday,41,10,October,4,2025,FY2025,Q4,No,No,280
20251008,2025-10-08,8,Wednesday,41,10,October,4,2025,FY2025,Q4,No,No,281
20251009,2025-10-09,9,Thursday,41,10,October,4,2025,FY2025,Q4,No,No,282
20251010,2025-10-10,10,Friday,41,10,October,4,2025,FY2025,Q4,No,No,283
20251011,2025-10-11,11,Saturday,41,10,October,4,2025,FY2025,Q4,Yes,No,284
20251012,2025-10-12,12,Sunday,41,10,October,4,2025,FY2025,Q4,Yes,No,285
20251013,2025-10-13,13,Monday,42,10,October,4,2025,FY2025,Q4,No,No,286
20251014,2025-10-14,14,Tuesday,42,10,October,4,2025,FY2025,Q4,No,No,287
20251015,2025-10-15,15,Wednesday,42,10,October,4,2025,FY2025,Q4,No,No,288
20251016,2025-10-16,16,Thursday,42,10,October,4,2025,FY2025,Q4,No,No,289
20251017,2025-10-17,17,Friday,42,10,October,4,2025,FY2025,Q4,No,No,290
20251018,2025-10-18,18,Saturday,42,10,October,4,2025,FY2025,Q4,Yes,No,291
20251019,2025-10-19,19,Sunday,42,10,October,4,2025,FY2025,Q4,Yes,No,292
20251020,2025-10-20,20,Monday,43,10,October,4,2025,FY2025,Q4,No,No,293
20251021,2025-10-21,21,Tuesday,43,10,October,4,2025,FY2025,Q4,No,No,294
20251022,2025-10-22,22,Wednesday,43,10,October,4,2025,FY2025,Q4,No,No,295
20251023,2025-10-23,23,Thursday,43,10,October,4,2025,FY2025,Q4,No,No,296
20251024,2025-10-24,24,Friday,43,10,October,4,2025,FY2025,Q4,No,No,297
20251025,2025-10-25,25,Saturday,43,10,October,4,2025,FY2025,Q4,Yes,No,298
20251026,2025-10-26,26,Sunday,43,10,October,4,2025,FY2025,Q4,Yes,No,299
20251027,2025-10-27,27,Monday,44,10,October,4,2025,FY2025,Q4,No,No,300
20251028,2025-10-28,28,Tuesday,44,10,October,4,2025,FY2025,Q4,No,No,301
20251029,2025-10-29,29,Wednesday,44,10,October,4,2025,FY2025,Q4,No,No,302
20251030,2025-10-30,30,Thursday,44,10,October,4,2025,FY2025,Q4,No,No,303
20251031,2025-10-31,31,Friday,44,10,October,4,2025,FY2025,Q4,No,No,304
20251101,2025-11-01,1,Saturday,44,11,November,4,2025,FY2025,Q4,Yes,Yes,305
20251102,2025-11-02,2,Sunday,44,11,November,4,2025,FY2025,Q4,Yes,No,306
20251103,2025-11-03,3,Monday,45,11,November,4,2025,FY2025,Q4,No,No,307
20251104,2025-11-04,4,Tuesday,45,11,November,4,2025,FY2025,Q4,No,No,308
20251105,2025-11-05,5,Wednesday,45,11,November,4,2025,FY2025,Q4,No,No,309
20251106,2025-11-06,6,Thursday,45,11,November,4,2025,FY2025,Q4,No,No,310
20251107,2025-11-07,7,Friday,45,11,November,4,2025,FY2025,Q4,No,No,311
20251108,2025-11-08,8,Saturday,45,11,November,4,2025,FY2025,Q4,Yes,No,312
20251109,2025-11-09,9,Sunday,45,11,November,4,2025,FY2025,Q4,Yes,No,313
20251110,2025-11-10,10,Monday,46,11,November,4,2025,FY2025,Q4,No,No,314
20251111,2025-11-11,11,Tuesday,46,11,November,4,2025,FY2025,Q4,No,No,315
20251112,2025-11-12,12,Wednesday,46,11,November,4,2025,FY2025,Q4,No,No,316
20251113,2025-11-13,13,Thursday,46,11,November,4,2025,FY2025,Q4,No,No,317
20251114,2025-11-14,14,Friday,46,11,November,4,2025,FY2025,Q4,No,No,318
20251115,2025-11-15,15,Saturday,46,11,November,4,2025,FY2025,Q4,Yes,No,319
20251116,2025-11-16,16,Sunday,46,11,November,4,2025,FY2025,Q4,Yes,No,320
20251117,2025-11-17,17,Monday,47,11,November,4,2025,FY2025,Q4,No,No,321
20251118,2025-11-18,18,Tuesday,47,11,November,4,2025,FY2025,Q4,No,No,322
20251119,2025-11-19,19,Wednesday,47,11,November,4,2025,FY2025,Q4,No,No,323
20251120,2025-11-20,20,Thursday,47,11,November,4,2025,FY2025,Q4,No,No,324
20251121,2025-11-21,21,Friday,47,11,November,4,2025,FY2025,Q4,No,No,325
20251122,2025-11-22,22,Saturday,47,11,November,4,2025,FY2025,Q4,Yes,No,326
20251123,2025-11-23,23,Sunday,47,11,November,4,2025,FY2025,Q4,Yes,No,327
20251124,2025-11-24,24,Monday,48,11,November,4,2025,FY2025,Q4,No,No,328
20251125,2025-11-25,25,Tuesday,48,11,November,4,2025,FY2025,Q4,No,No,329
20251126,2025-11-26,26,Wednesday,48,11,November,4,2025,FY2025,Q4,No,No,330
20251127,2025-11-27,27,Thursday,48,11,November,4,2025,FY2025,Q4,No,No,331
20251128,2025-11-28,28,Friday,48,11,November,4,2025,FY2025,Q4,No,No,332
20251129,2025-11-29,29,Saturday,48,11,November,4,2025,FY2025,Q4,Yes,No,333
20251130,2025-11-30,30,Sunday,48,11,November,4,2025,FY2025,Q4,Yes,No,334
20251201,2025-12-01,1,Monday,49,12,December,4,2025,FY2025,Q4,No,Yes,335
20251202,2025-12-02,2,Tuesday,49,12,December,4,2025,FY2025,Q4,No,No,336
20251203,2025-12-03,3,Wednesday,49,12,December,4,2025,FY2025,Q4,No,No,337
20251204,2025-12-04,4,Thursday,49,12,December,4,2025,FY2025,Q4,No,No,338
20251205,2025-12-05,5,Friday,49,12,December,4,2025,FY2025,Q4,No,No,339
20251206,2025-12-06,6,Saturday,49,12,December,4,2025,FY2025,Q4,Yes,No,340
20251207,2025-12-07,7,Sunday,49,12,December,4,2025,FY2025,Q4,Yes,No,341
20251208,2025-12-08,8,Monday,50,12,December,4,2025,FY2025,Q4,No,No,342
20251209,2025-12-09,9,Tuesday,50,12,December,4,2025,FY2025,Q4,No,No,343
20251210,2025-12-10,10,Wednesday,50,12,December,4,2025,FY2025,Q4,No,No,344
20251211,2025-12-11,11,Thursday,50,12,December,4,2025,FY2025,Q4,No,No,345
20251212,2025-12-12,12,Friday,50,12,December,4,2025,FY2025,Q4,No,No,346
20251213,2025-12-13,13,Saturday,50,12,December,4,2025,FY2025,Q4,Yes,No,347
20251214,2025-12-14,14,Sunday,50,12,December,4,2025,FY2025,Q4,Yes,No,348
20251215,2025-12-15,15,Monday,51,12,December,4,2025,FY2025,Q4,No,No,349
20251216,2025-12-16,16,Tuesday,51,12,December,4,2025,FY2025,Q4,No,No,350
20251217,2025-12-17,17,Wednesday,51,12,December,4,2025,FY2025,Q4,No,No,351
20251218,2025-12-18,18,Thursday,51,12,December,4,2025,FY2025,Q4,No,No,352
20251219,2025-12-19,19,Friday,51,12,December,4,2025,FY2025,Q4,No,No,353
20251220,2025-12-20,20,Saturday,51,12,December,4,2025,FY2025,Q4,Yes,No,354
20251221,2025-12-21,21,Sunday,51,12,December,4,2025,FY2025,Q4,Yes,No,355
20251222,2025-12-22,22,Monday,52,12,December,4,2025,FY2025,Q4,No,No,356
20251223,2025-12-23,23,Tuesday,52,12,December,4,2025,FY2025,Q4,No,No,357
20251224,2025-12-24,24,Wednesday,52,12,December,4,2025,FY2025,Q4,No,No,358
20251225,2025-12-25,25,Thursday,52,12,December,4,2025,FY2025,Q4,No,No,359
20251226,2025-12-26,26,Friday,52,12,December,4,2025,FY2025,Q4,No,No,360
20251227,2025-12-27,27,Saturday,52,12,December,4,2025,FY2025,Q4,Yes,No,361
20251228,2025-12-28,28,Sunday,52,12,December,4,2025,FY2025,Q4,Yes,No,362
20251229,2025-12-29,29,Monday,1,12,December,4,2025,FY2025,Q4,No,No,363
20251230,2025-12-30,30,Tuesday,1,12,December,4,2025,FY2025,Q4,No,No,364
20251231,2025-12-31,31,Wednesday,1,12,December,4,2025,FY2025,Q4,No,No,365
