Staff_ID,Hospital_ID,Department_ID,Job_Role,Staff_Type,Years_Experience,Shift,Employment_Type,Performance_Rating,Status
S00968,H003,D0045,Procurement Officer,Non-Clinical,3,Night,Part-Time,3.8,Active
S00969,H003,D0045,Nurse,Clinical,17,Evening,Part-Time,4.6,Active
S00970,H003,D0045,Technician,Clinical Support,16,Evening,Full-Time,4.0,Active
S00971,H003,D0045,Nurse,Clinical,15,Morning,Full-Time,3.2,Active
S00972,H003,D0045,Procurement Officer,Non-Clinical,9,Morning,Full-Time,3.4,Active
S00973,H003,D0045,Technician,Clinical Support,20,Night,Full-Time,4.3,Active
S00974,H003,D0045,Pharmacist,Clinical Support,11,Night,Full-Time,4.0,Active
S00975,H003,D0045,Pharmacist,Clinical Support,16,Morning,Full-Time,4.3,Active
S00976,H003,D0045,Pharmacist,Clinical Support,1,Morning,Full-Time,3.3,Active
S00977,H003,D0045,Administrator,Non-Clinical,6,Morning,Full-Time,4.8,Active
S00978,H003,D0045,Nurse,Clinical,2,Morning,Part-Time,4.8,Active
S00979,H003,D0045,Administrator,Non-Clinical,13,Night,Full-Time,4.8,Active
S00980,H003,D0045,Procurement Officer,Non-Clinical,10,Morning,Full-Time,3.9,Active
S00981,H003,D0045,Pharmacist,Clinical Support,16,Morning,Full-Time,4.7,Active
S00982,H003,D0045,Administrator,Non-Clinical,5,Night,Full-Time,4.2,Active
S00983,H003,D0045,Administrator,Non-Clinical,9,Morning,Part-Time,4.8,Active
S00984,H003,D0046,Doctor,Clinical,8,Evening,Part-Time,3.3,Active
S00985,H003,D0046,Doctor,Clinical,7,Night,Part-Time,4.7,Active
S00986,H003,D0046,Administrator,Non-Clinical,4,Morning,Part-Time,4.8,Active
S00987,H003,D0046,Administrator,Non-Clinical,2,Night,Full-Time,3.2,Active
S00988,H003,D0046,Procurement Officer,Non-Clinical,5,Night,Full-Time,4.8,Active
S00989,H003,D0046,Maintenance Engineer,Non-Clinical,14,Night,Part-Time,3.7,Active
S00990,H003,D0046,Doctor,Clinical,17,Evening,Full-Time,4.9,Active
S00991,H003,D0046,Pharmacist,Clinical Support,13,Evening,Full-Time,3.9,Active
S00992,H003,D0046,Technician,Clinical Support,16,Morning,Full-Time,3.6,Active
S00993,H003,D0046,Administrator,Non-Clinical,14,Evening,Full-Time,3.0,Active
S00994,H003,D0046,Procurement Officer,Non-Clinical,1,Night,Full-Time,4.0,Active
S00995,H003,D0046,Pharmacist,Clinical Support,7,Night,Part-Time,3.8,Active
S00996,H003,D0046,Doctor,Clinical,5,Evening,Part-Time,3.5,Active
S00997,H003,D0046,Administrator,Non-Clinical,14,Night,Part-Time,4.2,Active
S00998,H003,D0046,Procurement Officer,Non-Clinical,13,Morning,Part-Time,4.1,Active
S00999,H003,D0046,Administrator,Non-Clinical,16,Morning,Part-Time,4.1,Active
S01000,H003,D0046,Pharmacist,Clinical Support,9,Evening,Part-Time,4.5,Active
S01001,H003,D0046,Pharmacist,Clinical Support,5,Night,Full-Time,4.5,Active
S01002,H003,D0046,Pharmacist,Clinical Support,6,Morning,Full-Time,4.0,Active
S01003,H003,D0046,Maintenance Engineer,Non-Clinical,11,Night,Full-Time,3.3,Active
S01004,H003,D0046,Procurement Officer,Non-Clinical,1,Morning,Full-Time,3.9,Active
S01005,H003,D0046,Administrator,Non-Clinical,14,Morning,Full-Time,3.5,Active
S01006,H003,D0046,Technician,Clinical Support,3,Night,Full-Time,4.4,Active
S01007,H003,D0046,Pharmacist,Clinical Support,20,Night,Part-Time,4.4,Active
S01008,H003,D0046,Administrator,Non-Clinical,2,Morning,Part-Time,3.9,Active
S01009,H003,D0046,Nurse,Clinical,17,Evening,Full-Time,3.1,Active
S01010,H003,D0046,Administrator,Non-Clinical,17,Night,Full-Time,4.2,Active
S01011,H003,D0046,Procurement Officer,Non-Clinical,2,Evening,Full-Time,4.3,Active
S01012,H003,D0046,Nurse,Clinical,3,Evening,Part-Time,3.7,Active
S01013,H003,D0046,Pharmacist,Clinical Support,13,Night,Full-Time,4.0,Active
S01014,H003,D0047,Doctor,Clinical,18,Evening,Part-Time,3.7,Active
S01015,H003,D0047,Maintenance Engineer,Non-Clinical,9,Morning,Full-Time,3.9,Active
S01016,H003,D0047,Pharmacist,Clinical Support,19,Morning,Part-Time,3.4,Active
S01017,H003,D0047,Administrator,Non-Clinical,4,Night,Full-Time,4.0,Active
S01018,H003,D0047,Technician,Clinical Support,4,Night,Part-Time,4.8,Active
S01019,H003,D0047,Maintenance Engineer,Non-Clinical,19,Evening,Part-Time,4.9,Active
S01020,H003,D0047,Administrator,Non-Clinical,16,Morning,Part-Time,4.9,Active
S01021,H003,D0047,Pharmacist,Clinical Support,15,Night,Full-Time,4.0,Active
S01022,H003,D0047,Technician,Clinical Support,3,Evening,Full-Time,4.4,Active
S01023,H003,D0047,Nurse,Clinical,11,Evening,Part-Time,4.0,Active
S01024,H003,D0047,Doctor,Clinical,9,Morning,Part-Time,3.2,Active
S01025,H003,D0047,Procurement Officer,Non-Clinical,11,Morning,Full-Time,4.0,Active
S01026,H003,D0047,Technician,Clinical Support,7,Night,Part-Time,3.4,Active
S01027,H003,D0047,Procurement Officer,Non-Clinical,7,Evening,Full-Time,3.5,Active
S01028,H003,D0048,Maintenance Engineer,Non-Clinical,9,Morning,Full-Time,3.4,Active
S01029,H003,D0048,Nurse,Clinical,20,Evening,Full-Time,4.6,Active
S01030,H003,D0048,Doctor,Clinical,3,Night,Part-Time,4.2,Active
S01031,H003,D0048,Maintenance Engineer,Non-Clinical,18,Morning,Part-Time,3.7,Active
S01032,H003,D0048,Technician,Clinical Support,16,Night,Part-Time,4.0,Active
S01033,H003,D0048,Maintenance Engineer,Non-Clinical,17,Evening,Part-Time,3.4,Active
S01034,H003,D0048,Administrator,Non-Clinical,5,Morning,Part-Time,4.0,Active
S01035,H003,D0048,Administrator,Non-Clinical,2,Night,Part-Time,3.8,Active
S01036,H003,D0048,Procurement Officer,Non-Clinical,6,Evening,Full-Time,4.4,Active
S01037,H003,D0048,Pharmacist,Clinical Support,11,Night,Full-Time,3.0,Active
S01038,H003,D0048,Nurse,Clinical,13,Night,Full-Time,3.7,Active
S01039,H003,D0048,Administrator,Non-Clinical,9,Morning,Part-Time,3.5,Active
S01040,H003,D0048,Pharmacist,Clinical Support,20,Evening,Part-Time,3.4,Active
S01041,H003,D0048,Pharmacist,Clinical Support,7,Evening,Part-Time,3.7,Active
S01042,H003,D0048,Pharmacist,Clinical Support,9,Evening,Full-Time,4.1,Active
S01043,H003,D0048,Administrator,Non-Clinical,8,Morning,Part-Time,4.6,Active
S01044,H003,D0048,Administrator,Non-Clinical,14,Evening,Full-Time,3.3,Active
S01045,H003,D0048,Procurement Officer,Non-Clinical,5,Evening,Full-Time,3.4,Active
S01046,H003,D0048,Pharmacist,Clinical Support,5,Night,Part-Time,4.6,Active
S01047,H003,D0049,Technician,Clinical Support,18,Night,Full-Time,3.8,Active
S01048,H003,D0049,Procurement Officer,Non-Clinical,6,Morning,Full-Time,4.6,Active
S01049,H003,D0049,Pharmacist,Clinical Support,4,Evening,Part-Time,3.5,Active
S01050,H003,D0049,Technician,Clinical Support,18,Night,Part-Time,3.7,Active
S01051,H003,D0049,Pharmacist,Clinical Support,4,Evening,Full-Time,4.2,Active
S01052,H003,D0049,Procurement Officer,Non-Clinical,18,Morning,Part-Time,3.7,Active
S01053,H003,D0049,Procurement Officer,Non-Clinical,17,Evening,Part-Time,4.8,Active
S01054,H003,D0049,Pharmacist,Clinical Support,20,Evening,Part-Time,4.3,Active
S01055,H003,D0049,Nurse,Clinical,6,Night,Part-Time,3.8,Active
S01056,H003,D0049,Administrator,Non-Clinical,19,Evening,Full-Time,3.2,Active
S01057,H003,D0049,Technician,Clinical Support,8,Evening,Part-Time,4.3,Active
S01058,H003,D0049,Procurement Officer,Non-Clinical,9,Night,Part-Time,3.5,Active
S01059,H003,D0049,Pharmacist,Clinical Support,12,Night,Part-Time,3.8,Active
S01060,H003,D0049,Nurse,Clinical,1,Morning,Full-Time,4.3,Active
S01061,H003,D0049,Procurement Officer,Non-Clinical,3,Morning,Full-Time,3.8,Active
S01062,H003,D0049,Doctor,Clinical,3,Evening,Full-Time,3.1,Active
S01063,H003,D0049,Pharmacist,Clinical Support,17,Morning,Full-Time,3.5,Active
S01064,H003,D0049,Nurse,Clinical,3,Night,Part-Time,3.6,Active
S01065,H003,D0049,Nurse,Clinical,10,Evening,Full-Time,3.3,Active
S01066,H003,D0049,Maintenance Engineer,Non-Clinical,6,Morning,Full-Time,4.3,Active
S01067,H003,D0049,Maintenance Engineer,Non-Clinical,11,Evening,Part-Time,4.9,Active
S01068,H003,D0050,Technician,Clinical Support,18,Evening,Full-Time,4.9,Active
S01069,H003,D0050,Procurement Officer,Non-Clinical,18,Morning,Part-Time,4.3,Active
S01070,H003,D0050,Procurement Officer,Non-Clinical,19,Evening,Part-Time,4.8,Active
S01071,H003,D0050,Pharmacist,Clinical Support,18,Morning,Full-Time,3.9,Active
S01072,H003,D0050,Technician,Clinical Support,14,Evening,Full-Time,3.6,Active
S01073,H003,D0050,Doctor,Clinical,17,Morning,Part-Time,3.6,Active
S01074,H003,D0050,Administrator,Non-Clinical,1,Night,Part-Time,4.9,Active
S01075,H003,D0050,Pharmacist,Clinical Support,10,Morning,Part-Time,4.6,Active
S01076,H003,D0050,Administrator,Non-Clinical,8,Morning,Part-Time,3.4,Active
S01077,H003,D0050,Administrator,Non-Clinical,14,Evening,Full-Time,3.3,Active
S01078,H003,D0050,Procurement Officer,Non-Clinical,13,Evening,Full-Time,3.5,Active
S01079,H003,D0050,Pharmacist,Clinical Support,8,Night,Part-Time,3.6,Active
S01080,H003,D0050,Procurement Officer,Non-Clinical,18,Evening,Part-Time,3.4,Active
S01081,H003,D0050,Doctor,Clinical,6,Morning,Part-Time,3.2,Active
S01082,H003,D0050,Pharmacist,Clinical Support,20,Evening,Part-Time,4.4,Active
S01083,H003,D0050,Pharmacist,Clinical Support,7,Evening,Full-Time,3.3,Active
S01084,H003,D0050,Administrator,Non-Clinical,1,Morning,Full-Time,3.6,Active
S01085,H003,D0050,Nurse,Clinical,15,Night,Full-Time,3.5,Active
S01086,H003,D0050,Nurse,Clinical,1,Evening,Full-Time,3.7,Active
S01087,H003,D0050,Technician,Clinical Support,16,Evening,Part-Time,4.4,Active
S01088,H003,D0050,Doctor,Clinical,11,Morning,Full-Time,3.1,Active
S01089,H003,D0050,Maintenance Engineer,Non-Clinical,13,Morning,Part-Time,3.4,Active
S01090,H003,D0050,Maintenance Engineer,Non-Clinical,9,Evening,Full-Time,3.2,Active
S01091,H003,D0050,Maintenance Engineer,Non-Clinical,8,Evening,Part-Time,3.5,Active
S01092,H003,D0050,Doctor,Clinical,7,Evening,Full-Time,4.0,Active
S01093,H003,D0050,Nurse,Clinical,16,Evening,Part-Time,4.9,Active
S01094,H003,D0050,Nurse,Clinical,2,Night,Full-Time,3.5,Active
S01095,H003,D0050,Procurement Officer,Non-Clinical,10,Morning,Part-Time,4.8,Active
S01096,H003,D0050,Maintenance Engineer,Non-Clinical,7,Morning,Full-Time,4.3,Active
S01097,H003,D0051,Doctor,Clinical,6,Evening,Full-Time,3.8,Active
S01098,H003,D0051,Nurse,Clinical,1,Morning,Part-Time,4.4,Active
S01099,H003,D0051,Nurse,Clinical,12,Morning,Full-Time,3.3,Active
S01100,H003,D0051,Doctor,Clinical,20,Evening,Full-Time,3.1,Active
S01101,H003,D0051,Procurement Officer,Non-Clinical,5,Night,Full-Time,3.3,Active
S01102,H003,D0051,Nurse,Clinical,11,Night,Part-Time,4.6,Active
S01103,H003,D0051,Pharmacist,Clinical Support,7,Morning,Part-Time,3.7,Active
S01104,H003,D0051,Nurse,Clinical,9,Morning,Part-Time,4.4,Active
S01105,H003,D0051,Administrator,Non-Clinical,10,Night,Part-Time,3.4,Active
S01106,H003,D0051,Nurse,Clinical,18,Evening,Part-Time,4.5,Active
S01107,H003,D0051,Technician,Clinical Support,20,Night,Full-Time,3.1,Active
S01108,H003,D0051,Nurse,Clinical,15,Evening,Part-Time,4.1,Active
S01109,H003,D0051,Pharmacist,Clinical Support,1,Night,Part-Time,4.5,Active
S01110,H003,D0051,Doctor,Clinical,20,Evening,Full-Time,3.6,Active
S01111,H003,D0051,Doctor,Clinical,18,Evening,Full-Time,4.0,Active
S01112,H003,D0051,Pharmacist,Clinical Support,18,Morning,Part-Time,3.6,Active
S01113,H003,D0051,Procurement Officer,Non-Clinical,11,Morning,Full-Time,4.0,Active
S01114,H003,D0051,Doctor,Clinical,2,Morning,Full-Time,4.7,Active
S01115,H003,D0051,Nurse,Clinical,4,Evening,Full-Time,3.2,Active
S01116,H003,D0051,Administrator,Non-Clinical,13,Night,Part-Time,4.1,Active
S01117,H003,D0051,Procurement Officer,Non-Clinical,19,Evening,Full-Time,3.7,Active
S01118,H003,D0051,Administrator,Non-Clinical,3,Morning,Full-Time,4.3,Active
S01119,H003,D0052,Pharmacist,Clinical Support,2,Evening,Part-Time,4.6,Active
S01120,H003,D0052,Maintenance Engineer,Non-Clinical,2,Night,Part-Time,4.1,Active
S01121,H003,D0052,Procurement Officer,Non-Clinical,3,Evening,Full-Time,4.9,Active
S01122,H003,D0052,Administrator,Non-Clinical,4,Morning,Full-Time,4.1,Active
S01123,H003,D0052,Nurse,Clinical,7,Night,Full-Time,4.1,Active
S01124,H003,D0052,Nurse,Clinical,18,Night,Part-Time,4.5,Active
S01125,H003,D0052,Maintenance Engineer,Non-Clinical,19,Evening,Part-Time,4.4,Active
S01126,H003,D0052,Pharmacist,Clinical Support,4,Morning,Full-Time,4.1,Active
S01127,H003,D0052,Administrator,Non-Clinical,11,Night,Full-Time,4.1,Active
S01128,H003,D0052,Administrator,Non-Clinical,15,Evening,Part-Time,4.1,Active
S01129,H003,D0052,Technician,Clinical Support,12,Evening,Part-Time,4.7,Active
S01130,H003,D0052,Technician,Clinical Support,20,Morning,Full-Time,3.8,Active
S01131,H003,D0052,Administrator,Non-Clinical,9,Evening,Part-Time,3.9,Active
S01132,H003,D0052,Pharmacist,Clinical Support,1,Night,Full-Time,5.0,Active
S01133,H003,D0053,Administrator,Non-Clinical,5,Evening,Full-Time,3.6,Active
S01134,H003,D0053,Nurse,Clinical,7,Evening,Full-Time,4.5,Active
S01135,H003,D0053,Procurement Officer,Non-Clinical,9,Night,Full-Time,3.2,Active
S01136,H003,D0053,Pharmacist,Clinical Support,12,Morning,Full-Time,3.5,Active
S01137,H003,D0053,Administrator,Non-Clinical,8,Morning,Part-Time,4.6,Active
S01138,H003,D0053,Doctor,Clinical,19,Evening,Full-Time,4.5,Active
S01139,H003,D0053,Procurement Officer,Non-Clinical,11,Evening,Full-Time,4.0,Active
S01140,H003,D0053,Procurement Officer,Non-Clinical,19,Morning,Part-Time,3.1,Active
S01141,H003,D0053,Maintenance Engineer,Non-Clinical,19,Evening,Full-Time,4.6,Active
S01142,H003,D0053,Maintenance Engineer,Non-Clinical,11,Evening,Part-Time,3.8,Active
S01143,H003,D0053,Maintenance Engineer,Non-Clinical,4,Morning,Full-Time,4.3,Active
S01144,H003,D0053,Procurement Officer,Non-Clinical,13,Morning,Part-Time,4.0,Active
S01145,H003,D0054,Administrator,Non-Clinical,19,Morning,Part-Time,4.0,Active
S01146,H003,D0054,Nurse,Clinical,5,Morning,Part-Time,4.9,Active
S01147,H003,D0054,Maintenance Engineer,Non-Clinical,20,Night,Full-Time,3.4,Active
S01148,H003,D0054,Technician,Clinical Support,13,Morning,Full-Time,3.7,Active
S01149,H003,D0054,Pharmacist,Clinical Support,19,Night,Full-Time,4.1,Active
S01150,H003,D0054,Technician,Clinical Support,3,Evening,Part-Time,4.5,Active
S01151,H003,D0054,Nurse,Clinical,5,Evening,Full-Time,4.0,Active
S01152,H003,D0054,Procurement Officer,Non-Clinical,19,Morning,Full-Time,3.5,Active
S01153,H003,D0054,Technician,Clinical Support,14,Evening,Full-Time,3.2,Active
S01154,H003,D0054,Pharmacist,Clinical Support,14,Evening,Part-Time,3.4,Active
S01155,H003,D0054,Technician,Clinical Support,20,Night,Full-Time,4.5,Active
S01156,H003,D0054,Nurse,Clinical,12,Night,Part-Time,4.2,Active
S01157,H003,D0054,Pharmacist,Clinical Support,2,Morning,Full-Time,4.4,Active
S01158,H003,D0054,Nurse,Clinical,3,Morning,Full-Time,3.5,Active
S01159,H003,D0054,Administrator,Non-Clinical,5,Evening,Full-Time,3.7,Active
S01160,H003,D0054,Maintenance Engineer,Non-Clinical,4,Evening,Part-Time,3.9,Active
S01161,H003,D0054,Technician,Clinical Support,7,Night,Full-Time,3.4,Active
S01162,H003,D0054,Administrator,Non-Clinical,9,Night,Part-Time,4.2,Active
S01163,H003,D0054,Nurse,Clinical,1,Evening,Full-Time,3.5,Active
S01164,H003,D0054,Doctor,Clinical,10,Morning,Part-Time,3.1,Active
S01165,H003,D0054,Procurement Officer,Non-Clinical,1,Morning,Part-Time,4.3,Active
S01166,H003,D0054,Procurement Officer,Non-Clinical,12,Morning,Full-Time,3.6,Active
S01167,H003,D0055,Nurse,Clinical,13,Night,Full-Time,4.8,Active
S01168,H003,D0055,Pharmacist,Clinical Support,20,Night,Full-Time,3.4,Active
S01169,H003,D0055,Administrator,Non-Clinical,15,Night,Full-Time,3.1,Active
S01170,H003,D0055,Administrator,Non-Clinical,10,Evening,Part-Time,3.8,Active
S01171,H003,D0055,Nurse,Clinical,1,Evening,Part-Time,3.7,Active
S01172,H003,D0055,Technician,Clinical Support,8,Night,Part-Time,4.6,Active
S01173,H003,D0055,Procurement Officer,Non-Clinical,9,Evening,Full-Time,4.9,Active
S01174,H003,D0055,Technician,Clinical Support,8,Morning,Part-Time,4.8,Active
S01175,H003,D0055,Procurement Officer,Non-Clinical,5,Morning,Part-Time,4.0,Active
S01176,H003,D0055,Procurement Officer,Non-Clinical,20,Night,Full-Time,3.8,Active
S01177,H003,D0055,Administrator,Non-Clinical,5,Evening,Part-Time,4.8,Active
S01178,H003,D0055,Technician,Clinical Support,15,Night,Full-Time,3.4,Active
S01179,H003,D0055,Nurse,Clinical,19,Night,Full-Time,4.7,Active
S01180,H003,D0055,Technician,Clinical Support,17,Morning,Part-Time,5.0,Active
S01181,H003,D0055,Maintenance Engineer,Non-Clinical,5,Night,Full-Time,3.6,Active
S01182,H003,D0055,Administrator,Non-Clinical,18,Night,Full-Time,3.4,Active
S01183,H003,D0055,Maintenance Engineer,Non-Clinical,5,Night,Full-Time,4.5,Active
S01184,H003,D0055,Pharmacist,Clinical Support,14,Evening,Part-Time,4.5,Active
S01185,H003,D0055,Maintenance Engineer,Non-Clinical,9,Morning,Full-Time,3.2,Active
S01186,H003,D0055,Nurse,Clinical,1,Night,Part-Time,4.2,Active
S01187,H003,D0055,Administrator,Non-Clinical,8,Night,Full-Time,3.5,Active
S01188,H003,D0055,Doctor,Clinical,12,Morning,Part-Time,3.3,Active
S01189,H003,D0055,Maintenance Engineer,Non-Clinical,20,Evening,Part-Time,3.4,Active
S01190,H003,D0055,Pharmacist,Clinical Support,16,Evening,Full-Time,3.3,Active
S01191,H003,D0056,Doctor,Clinical,14,Morning,Part-Time,4.9,Active
S01192,H003,D0056,Nurse,Clinical,7,Morning,Full-Time,3.4,Active
S01193,H003,D0056,Pharmacist,Clinical Support,20,Evening,Part-Time,4.7,Active
S01194,H003,D0056,Nurse,Clinical,14,Evening,Full-Time,4.2,Active
S01195,H003,D0056,Maintenance Engineer,Non-Clinical,13,Night,Part-Time,3.8,Active
S01196,H003,D0056,Procurement Officer,Non-Clinical,19,Night,Full-Time,4.0,Active
S01197,H003,D0056,Pharmacist,Clinical Support,15,Morning,Full-Time,4.0,Active
S01198,H003,D0056,Pharmacist,Clinical Support,2,Night,Part-Time,4.0,Active
S01199,H003,D0056,Procurement Officer,Non-Clinical,2,Morning,Part-Time,3.9,Active
S01200,H003,D0056,Technician,Clinical Support,10,Evening,Full-Time,3.8,Active
S01201,H003,D0056,Administrator,Non-Clinical,2,Night,Full-Time,3.9,Active
S01202,H003,D0056,Procurement Officer,Non-Clinical,15,Morning,Full-Time,3.4,Active
S01203,H003,D0056,Administrator,Non-Clinical,18,Morning,Part-Time,3.8,Active
S01204,H003,D0056,Pharmacist,Clinical Support,1,Morning,Part-Time,4.2,Active
S01205,H003,D0056,Procurement Officer,Non-Clinical,7,Evening,Full-Time,3.5,Active
S01206,H003,D0056,Procurement Officer,Non-Clinical,6,Night,Full-Time,3.2,Active
S01207,H003,D0056,Procurement Officer,Non-Clinical,15,Night,Part-Time,3.2,Active
S01208,H003,D0056,Procurement Officer,Non-Clinical,13,Night,Full-Time,3.8,Active
S01209,H003,D0056,Pharmacist,Clinical Support,2,Morning,Part-Time,4.1,Active
S01210,H003,D0057,Nurse,Clinical,5,Morning,Full-Time,3.8,Active
S01211,H003,D0057,Technician,Clinical Support,15,Evening,Full-Time,3.2,Active
S01212,H003,D0057,Nurse,Clinical,7,Morning,Part-Time,3.0,Active
S01213,H003,D0057,Pharmacist,Clinical Support,16,Night,Full-Time,4.2,Active
S01214,H003,D0057,Pharmacist,Clinical Support,8,Morning,Part-Time,3.9,Active
S01215,H003,D0057,Pharmacist,Clinical Support,3,Night,Full-Time,3.5,Active
S01216,H003,D0057,Administrator,Non-Clinical,9,Night,Full-Time,3.1,Active
S01217,H003,D0057,Nurse,Clinical,2,Night,Part-Time,3.1,Active
S01218,H003,D0057,Maintenance Engineer,Non-Clinical,2,Night,Part-Time,3.7,Active
S01219,H003,D0057,Doctor,Clinical,2,Morning,Part-Time,5.0,Active
S01220,H003,D0057,Nurse,Clinical,10,Night,Full-Time,4.9,Active
S01221,H003,D0057,Procurement Officer,Non-Clinical,19,Evening,Full-Time,3.2,Active
S01222,H003,D0057,Technician,Clinical Support,11,Evening,Part-Time,4.6,Active
S01223,H003,D0057,Maintenance Engineer,Non-Clinical,14,Night,Full-Time,3.6,Active
S01224,H003,D0057,Nurse,Clinical,4,Night,Part-Time,3.7,Active
S01225,H003,D0057,Pharmacist,Clinical Support,17,Morning,Full-Time,4.2,Active
S01226,H003,D0058,Administrator,Non-Clinical,17,Morning,Part-Time,4.4,Active
S01227,H003,D0058,Administrator,Non-Clinical,10,Evening,Part-Time,3.5,Active
S01228,H003,D0058,Administrator,Non-Clinical,20,Evening,Full-Time,4.2,Active
S01229,H003,D0058,Pharmacist,Clinical Support,17,Night,Part-Time,4.0,Active
S01230,H003,D0058,Nurse,Clinical,20,Morning,Part-Time,5.0,Active
S01231,H003,D0058,Doctor,Clinical,4,Morning,Part-Time,4.3,Active
S01232,H003,D0058,Doctor,Clinical,7,Night,Part-Time,3.8,Active
S01233,H003,D0058,Technician,Clinical Support,12,Night,Full-Time,3.0,Active
S01234,H003,D0058,Nurse,Clinical,10,Evening,Full-Time,3.6,Active
S01235,H003,D0058,Administrator,Non-Clinical,18,Evening,Full-Time,3.2,Active
S01236,H003,D0058,Technician,Clinical Support,11,Evening,Full-Time,4.7,Active
S01237,H003,D0058,Nurse,Clinical,11,Evening,Part-Time,4.8,Active
S01238,H003,D0058,Maintenance Engineer,Non-Clinical,2,Night,Full-Time,4.0,Active
S01239,H003,D0058,Procurement Officer,Non-Clinical,15,Night,Part-Time,3.9,Active
S01240,H003,D0058,Maintenance Engineer,Non-Clinical,14,Night,Full-Time,4.7,Active
S01241,H003,D0059,Administrator,Non-Clinical,11,Night,Full-Time,3.4,Active
S01242,H003,D0059,Procurement Officer,Non-Clinical,11,Evening,Full-Time,4.9,Active
S01243,H003,D0059,Technician,Clinical Support,1,Evening,Part-Time,4.3,Active
S01244,H003,D0059,Maintenance Engineer,Non-Clinical,6,Night,Part-Time,3.4,Active
S01245,H003,D0059,Doctor,Clinical,10,Night,Part-Time,4.4,Active
S01246,H003,D0059,Technician,Clinical Support,14,Morning,Part-Time,4.8,Active
S01247,H003,D0059,Technician,Clinical Support,15,Evening,Full-Time,4.1,Active
S01248,H003,D0059,Nurse,Clinical,4,Evening,Full-Time,4.6,Active
S01249,H003,D0059,Doctor,Clinical,15,Night,Full-Time,4.6,Active
S01250,H003,D0059,Administrator,Non-Clinical,5,Morning,Part-Time,4.8,Active
S01251,H003,D0059,Procurement Officer,Non-Clinical,17,Evening,Part-Time,3.3,Active
S01252,H003,D0059,Maintenance Engineer,Non-Clinical,4,Night,Full-Time,3.4,Active
S01253,H003,D0059,Doctor,Clinical,15,Evening,Full-Time,3.0,Active
S01254,H003,D0059,Doctor,Clinical,20,Morning,Part-Time,3.9,Active
S01255,H003,D0059,Doctor,Clinical,4,Night,Part-Time,3.0,Active
S01256,H003,D0059,Maintenance Engineer,Non-Clinical,10,Night,Full-Time,3.6,Active
S01257,H003,D0059,Nurse,Clinical,10,Evening,Part-Time,4.5,Active
S01258,H003,D0059,Procurement Officer,Non-Clinical,4,Evening,Full-Time,3.3,Active
S01259,H003,D0059,Doctor,Clinical,1,Night,Full-Time,3.4,Active
S01260,H003,D0059,Technician,Clinical Support,18,Evening,Part-Time,3.3,Active
S01261,H003,D0059,Procurement Officer,Non-Clinical,10,Night,Full-Time,3.3,Active
S01262,H003,D0060,Administrator,Non-Clinical,11,Night,Part-Time,3.1,Active
S01263,H003,D0060,Doctor,Clinical,16,Night,Full-Time,3.2,Active
S01264,H003,D0060,Doctor,Clinical,3,Evening,Part-Time,3.4,Active
S01265,H003,D0060,Administrator,Non-Clinical,19,Night,Part-Time,4.2,Active
S01266,H003,D0060,Technician,Clinical Support,11,Morning,Full-Time,4.9,Active
S01267,H003,D0060,Maintenance Engineer,Non-Clinical,15,Night,Full-Time,3.2,Active
S01268,H003,D0060,Maintenance Engineer,Non-Clinical,15,Morning,Part-Time,3.6,Active
S01269,H003,D0060,Procurement Officer,Non-Clinical,15,Evening,Full-Time,4.9,Active
S01270,H003,D0060,Nurse,Clinical,20,Evening,Part-Time,3.8,Active
S01271,H003,D0060,Procurement Officer,Non-Clinical,11,Evening,Part-Time,4.0,Active
S01272,H003,D0060,Doctor,Clinical,16,Morning,Part-Time,4.0,Active
S01273,H003,D0060,Maintenance Engineer,Non-Clinical,6,Evening,Part-Time,4.2,Active
S01274,H003,D0060,Nurse,Clinical,17,Morning,Part-Time,4.6,Active
S01275,H003,D0060,Maintenance Engineer,Non-Clinical,4,Evening,Full-Time,4.6,Active
S01276,H003,D0060,Administrator,Non-Clinical,15,Evening,Part-Time,3.5,Active
S01277,H003,D0060,Nurse,Clinical,18,Morning,Part-Time,3.8,Active
S01278,H003,D0060,Technician,Clinical Support,7,Night,Part-Time,4.6,Active
S01279,H003,D0060,Pharmacist,Clinical Support,19,Evening,Full-Time,3.3,Active
S01280,H003,D0060,Procurement Officer,Non-Clinical,3,Night,Part-Time,3.2,Active
S01281,H003,D0060,Administrator,Non-Clinical,15,Evening,Full-Time,4.6,Active
S01282,H003,D0060,Nurse,Clinical,10,Evening,Full-Time,4.2,Active
S01283,H004,D0061,Technician,Clinical Support,16,Night,Full-Time,3.2,Active
S01284,H004,D0061,Maintenance Engineer,Non-Clinical,5,Night,Full-Time,4.5,Active
S01285,H004,D0061,Procurement Officer,Non-Clinical,5,Evening,Part-Time,3.8,Active
S01286,H004,D0061,Administrator,Non-Clinical,15,Morning,Full-Time,4.4,Active
S01287,H004,D0061,Technician,Clinical Support,10,Night,Part-Time,4.8,Active
S01288,H004,D0061,Pharmacist,Clinical Support,12,Morning,Full-Time,4.2,Active
S01289,H004,D0061,Administrator,Non-Clinical,13,Morning,Part-Time,3.1,Active
S01290,H004,D0061,Administrator,Non-Clinical,2,Morning,Part-Time,3.2,Active
S01291,H004,D0061,Technician,Clinical Support,1,Morning,Part-Time,4.4,Active
S01292,H004,D0061,Pharmacist,Clinical Support,11,Night,Part-Time,3.8,Active
