PO_Line_ID,PO_ID,Product_ID,Quantity,Unit_Cost,Line_Total
POL0004206,PO000750,P0400,54,100.44,5423.76
POL0004207,PO000750,P0086,14,266.01,3724.14
POL0004208,PO000750,P0441,27,49.17,1327.59
POL0004209,PO000751,P0086,65,265.9,17283.5
POL0004210,PO000751,P0326,41,55.97,2294.77
POL0004211,PO000751,P0120,39,25.08,978.12
POL0004212,PO000751,P0378,127,26.52,3368.04
POL0004213,PO000751,P0364,87,150.42,13086.54
POL0004214,PO000751,P0455,16,61.86,989.76
POL0004215,PO000752,P0173,1,180804.17,180804.17
POL0004216,PO000752,P0122,1,123453.98,123453.98
POL0004217,PO000752,P0471,1,202534.05,202534.05
POL0004218,PO000753,P0015,14,216.27,3027.78
POL0004219,PO000753,P0149,113,1377.89,155701.57
POL0004220,PO000753,P0438,83,514.36,42691.88
POL0004221,PO000753,P0031,8,341.23,2729.84
POL0004222,PO000754,P0130,19,35.06,666.14
POL0004223,PO000754,P0288,1,102971.49,102971.49
POL0004224,PO000754,P0405,1,17140121.62,17140121.62
POL0004225,PO000754,P0012,1,7852821.88,7852821.88
POL0004226,PO000755,P0432,1,13927408.31,13927408.31
POL0004227,PO000755,P0296,1,6347204.12,6347204.12
POL0004228,PO000755,P0403,1,150638.74,150638.74
POL0004229,PO000755,P0110,1,862932.06,862932.06
POL0004230,PO000756,P0336,58,56.41,3271.78
POL0004231,PO000756,P0448,3,460.68,1382.04
POL0004232,PO000756,P0106,1,145.08,145.08
POL0004233,PO000756,P0113,20,247.3,4946.0
POL0004234,PO000757,P0024,118,33.42,3943.56
POL0004235,PO000757,P0120,20,25.08,501.6
POL0004236,PO000757,P0364,56,150.42,8423.52
POL0004237,PO000758,P0425,22,50.19,1104.18
POL0004238,PO000758,P0027,1,14.01,14.01
POL0004239,PO000758,P0311,79,199.22,15738.38
POL0004240,PO000758,P0407,51,14.25,726.75
POL0004241,PO000758,P0297,3,13.41,40.23
POL0004242,PO000759,P0381,25,216.39,5409.75
POL0004243,PO000759,P0259,34,221.66,7536.44
POL0004244,PO000759,P0436,40,15.81,632.4
POL0004245,PO000759,P0154,25,50.37,1259.25
POL0004246,PO000759,P0320,1,50.65,50.65
POL0004247,PO000759,P0400,41,100.44,4118.04
POL0004248,PO000759,P0086,20,266.01,5320.2
POL0004249,PO000759,P0455,70,61.74,4321.8
POL0004250,PO000760,P0134,93,1415.37,131629.41
POL0004251,PO000760,P0073,30,530.39,15911.7
POL0004252,PO000760,P0309,32,710.83,22746.56
POL0004253,PO000760,P0282,45,396.39,17837.55
POL0004254,PO000760,P0155,67,1128.29,75595.43
POL0004255,PO000760,P0097,56,620.31,34737.36
POL0004256,PO000761,P0299,56,734.05,41106.8
POL0004257,PO000761,P0324,31,415.52,12881.12
POL0004258,PO000761,P0427,76,441.97,33589.72
POL0004259,PO000761,P0257,22,734.22,16152.84
POL0004260,PO000761,P0316,10,366.47,3664.7
POL0004261,PO000761,P0237,137,385.66,52835.42
POL0004262,PO000761,P0330,99,302.2,29917.8
POL0004263,PO000761,P0304,50,246.12,12306.0
POL0004264,PO000762,P0051,1,997169.4,997169.4
POL0004265,PO000762,P0375,1,685993.55,685993.55
POL0004266,PO000762,P0025,1,6465520.6,6465520.6
POL0004267,PO000762,P0468,1,4759251.48,4759251.48
POL0004268,PO000763,P0286,57,63.39,3613.23
POL0004269,PO000763,P0192,13,41.51,539.63
POL0004270,PO000763,P0402,9,7.59,68.31
POL0004271,PO000763,P0465,11,7.62,83.82
POL0004272,PO000763,P0297,2,13.41,26.82
POL0004273,PO000763,P0290,17,16.13,274.21
POL0004274,PO000763,P0481,79,21.5,1698.5
POL0004275,PO000763,P0489,17,11.19,190.23
POL0004276,PO000764,P0017,53,80.49,4265.97
POL0004277,PO000764,P0302,25,29.0,725.0
POL0004278,PO000764,P0186,6,58.06,348.36
POL0004279,PO000764,P0225,12,77.36,928.32
POL0004280,PO000764,P0139,99,8.25,816.75
POL0004281,PO000764,P0227,64,25.08,1605.12
POL0004282,PO000764,P0385,32,13.54,433.28
POL0004283,PO000764,P0144,121,102.28,12375.88
POL0004284,PO000765,P0455,42,61.74,2593.08
POL0004285,PO000765,P0436,33,15.81,521.73
POL0004286,PO000765,P0154,17,50.37,856.29
POL0004287,PO000765,P0478,80,41.59,3327.2
POL0004288,PO000765,P0400,29,100.44,2912.76
POL0004289,PO000765,P0320,1,50.65,50.65
POL0004290,PO000765,P0259,24,221.66,5319.84
POL0004291,PO000765,P0086,38,266.01,10108.38
POL0004292,PO000766,P0038,69,13.94,961.86
POL0004293,PO000766,P0332,93,37.8,3515.4
POL0004294,PO000766,P0108,21,68.68,1442.28
POL0004295,PO000766,P0382,18,94.51,1701.18
POL0004296,PO000766,P0125,85,94.03,7992.55
POL0004297,PO000767,P0110,1,864824.96,864824.96
POL0004298,PO000767,P0091,1,174233.87,174233.87
POL0004299,PO000767,P0012,1,7852821.88,7852821.88
POL0004300,PO000767,P0235,1,222422.86,222422.86
POL0004301,PO000767,P0199,1,6727649.34,6727649.34
POL0004302,PO000767,P0132,1,1262977.63,1262977.63
POL0004303,PO000767,P0431,1,11104599.76,11104599.76
POL0004304,PO000767,P0233,1,797142.23,797142.23
POL0004305,PO000768,P0086,51,265.9,13560.9
POL0004306,PO000768,P0120,26,25.08,652.08
POL0004307,PO000768,P0202,63,68.38,4307.94
POL0004308,PO000768,P0326,58,55.97,3246.26
POL0004309,PO000768,P0345,19,15.99,303.81
POL0004310,PO000768,P0378,91,26.52,2413.32
POL0004311,PO000768,P0024,36,33.42,1203.12
POL0004312,PO000769,P0072,1,4515489.92,4515489.92
POL0004313,PO000769,P0190,108,31.9,3445.2
POL0004314,PO000769,P0197,1,11609581.97,11609581.97
POL0004315,PO000769,P0189,1,803043.44,803043.44
POL0004316,PO000769,P0377,1,250687.83,250687.83
POL0004317,PO000770,P0131,1,484227.91,484227.91
POL0004318,PO000770,P0348,1,92635.01,92635.01
POL0004319,PO000770,P0375,1,685993.55,685993.55
POL0004320,PO000770,P0494,1,1444541.38,1444541.38
POL0004321,PO000770,P0430,1,16482320.05,16482320.05
POL0004322,PO000771,P0078,1,697324.07,697324.07
POL0004323,PO000771,P0083,1,124827.91,124827.91
POL0004324,PO000771,P0340,1,171341.58,171341.58
POL0004325,PO000771,P0436,49,13.93,682.57
POL0004326,PO000771,P0353,1,168109.33,168109.33
POL0004327,PO000772,P0400,61,100.44,6126.84
POL0004328,PO000772,P0478,52,41.59,2162.68
POL0004329,PO000772,P0320,1,50.65,50.65
POL0004330,PO000772,P0086,12,266.01,3192.12
POL0004331,PO000773,P0238,1,1418008.28,1418008.28
POL0004332,PO000773,P0240,1,14205022.41,14205022.41
POL0004333,PO000773,P0374,1,923366.05,923366.05
POL0004334,PO000773,P0119,1,132199.74,132199.74
POL0004335,PO000773,P0305,1,1214467.32,1214467.32
POL0004336,PO000773,P0004,1,206391.17,206391.17
POL0004337,PO000773,P0005,1,1027812.42,1027812.42
POL0004338,PO000774,P0013,1,274511.39,274511.39
POL0004339,PO000774,P0211,1,161121.08,161121.08
POL0004340,PO000774,P0160,1,312576.71,312576.71
POL0004341,PO000774,P0127,1,15001207.68,15001207.68
POL0004342,PO000774,P0169,1,150880.99,150880.99
POL0004343,PO000774,P0340,1,171341.58,171341.58
POL0004344,PO000774,P0019,1,129009.25,129009.25
POL0004345,PO000774,P0091,1,180652.1,180652.1
POL0004346,PO000775,P0436,10,15.81,158.1
POL0004347,PO000775,P0478,105,41.59,4366.95
POL0004348,PO000775,P0400,44,100.44,4419.36
POL0004349,PO000775,P0441,33,49.17,1622.61
POL0004350,PO000775,P0259,27,221.66,5984.82
POL0004351,PO000775,P0320,1,50.65,50.65
POL0004352,PO000775,P0455,73,61.74,4507.02
POL0004353,PO000775,P0381,36,216.39,7790.04
POL0004354,PO000776,P0124,1,256940.28,256940.28
POL0004355,PO000776,P0468,1,4759251.48,4759251.48
POL0004356,PO000776,P0334,20,55.3,1106.0
POL0004357,PO000776,P0335,1,1405336.51,1405336.51
POL0004358,PO000776,P0314,96,45.2,4339.2
POL0004359,PO000776,P0260,1,10149453.62,10149453.62
POL0004360,PO000777,P0138,21,55.62,1168.02
POL0004361,PO000777,P0285,59,12.88,759.92
POL0004362,PO000777,P0469,5,21.02,105.1
POL0004363,PO000777,P0311,116,199.22,23109.52
POL0004364,PO000777,P0394,48,10.89,522.72
POL0004365,PO000777,P0424,102,51.61,5264.22
POL0004366,PO000777,P0081,41,12.35,506.35
POL0004367,PO000777,P0192,13,41.51,539.63
POL0004368,PO000778,P0441,34,49.17,1671.78
POL0004369,PO000778,P0478,43,41.59,1788.37
POL0004370,PO000778,P0381,45,216.39,9737.55
POL0004371,PO000778,P0320,1,50.65,50.65
POL0004372,PO000778,P0455,26,61.74,1605.24
POL0004373,PO000779,P0290,76,16.13,1225.88
POL0004374,PO000779,P0406,36,9.98,359.28
POL0004375,PO000779,P0285,49,12.88,631.12
POL0004376,PO000779,P0366,89,9.45,841.05
POL0004377,PO000779,P0286,46,63.39,2915.94
POL0004378,PO000780,P0086,54,265.9,14358.6
POL0004379,PO000780,P0154,20,52.13,1042.6
POL0004380,PO000780,P0484,52,121.88,6337.76
POL0004381,PO000780,P0202,70,68.38,4786.6
POL0004382,PO000780,P0120,22,25.08,551.76
POL0004383,PO000780,P0388,13,28.25,367.25
POL0004384,PO000780,P0364,74,150.42,11131.08
POL0004385,PO000780,P0024,128,33.42,4277.76
POL0004386,PO000781,P0068,15,7.11,106.65
POL0004387,PO000781,P0290,53,16.13,854.89
POL0004388,PO000781,P0138,38,55.62,2113.56
POL0004389,PO000781,P0056,41,4.94,202.54
POL0004390,PO000781,P0121,86,6.72,577.92
POL0004391,PO000782,P0270,100,518.33,51833.0
POL0004392,PO000782,P0319,25,68.47,1711.75
POL0004393,PO000782,P0336,36,56.41,2030.76
POL0004394,PO000783,P0364,85,150.42,12785.7
POL0004395,PO000783,P0154,22,52.13,1146.86
POL0004396,PO000783,P0455,17,61.86,1051.62
POL0004397,PO000783,P0326,48,55.97,2686.56
POL0004398,PO000783,P0024,66,33.42,2205.72
POL0004399,PO000783,P0388,17,28.25,480.25
POL0004400,PO000784,P0290,33,16.13,532.29
POL0004401,PO000784,P0100,26,7.1,184.6
POL0004402,PO000784,P0311,72,199.22,14343.84
POL0004403,PO000785,P0221,77,16.53,1272.81
POL0004404,PO000785,P0479,5,19.36,96.8
POL0004405,PO000785,P0158,64,77.21,4941.44
POL0004406,PO000785,P0412,9,5.79,52.11
POL0004407,PO000785,P0230,127,39.94,5072.38
POL0004408,PO000785,P0024,28,35.64,997.92
POL0004409,PO000786,P0490,1,303361.7,303361.7
POL0004410,PO000786,P0145,1,85598.4,85598.4
POL0004411,PO000786,P0428,20,102.34,2046.8
POL0004412,PO000786,P0018,1,150400.62,150400.62
POL0004413,PO000786,P0226,1,243318.83,243318.83
POL0004414,PO000786,P0260,1,10552249.87,10552249.87
POL0004415,PO000787,P0066,20,420.86,8417.2
POL0004416,PO000787,P0308,82,524.34,42995.88
POL0004417,PO000787,P0107,51,624.7,31859.7
POL0004418,PO000787,P0102,53,271.89,14410.17
POL0004419,PO000787,P0419,31,1433.51,44438.81
POL0004420,PO000788,P0165,123,89.69,11031.87
POL0004421,PO000788,P0113,36,252.71,9097.56
POL0004422,PO000788,P0242,78,42.53,3317.34
POL0004423,PO000788,P0159,32,58.61,1875.52
POL0004424,PO000789,P0499,12,45.74,548.88
POL0004425,PO000789,P0480,37,104.38,3862.06
POL0004426,PO000789,P0332,72,37.7,2714.4
POL0004427,PO000790,P0158,85,77.21,6562.85
POL0004428,PO000790,P0344,69,5.5,379.5
POL0004429,PO000790,P0397,27,15.1,407.7
POL0004430,PO000790,P0108,22,76.04,1672.88
POL0004431,PO000790,P0230,96,39.94,3834.24
POL0004432,PO000790,P0421,23,46.29,1064.67
POL0004433,PO000791,P0008,1,1440988.83,1440988.83
POL0004434,PO000791,P0417,1,196910.89,196910.89
POL0004435,PO000791,P0014,1,136100.54,136100.54
POL0004436,PO000791,P0127,1,16132217.29,16132217.29
POL0004437,PO000791,P0004,1,206391.17,206391.17
POL0004438,PO000791,P0335,1,1405336.51,1405336.51
POL0004439,PO000791,P0260,1,10149453.62,10149453.62
POL0004440,PO000791,P0430,1,16482320.05,16482320.05
POL0004441,PO000792,P0345,61,15.99,975.39
POL0004442,PO000792,P0388,20,28.25,565.0
POL0004443,PO000792,P0326,27,55.97,1511.19
POL0004444,PO000793,P0110,1,862932.06,862932.06
POL0004445,PO000793,P0492,1,91460.99,91460.99
POL0004446,PO000793,P0025,1,6465520.6,6465520.6
POL0004447,PO000794,P0056,54,4.94,266.76
POL0004448,PO000794,P0466,32,6.35,203.2
POL0004449,PO000794,P0489,28,11.19,313.32
POL0004450,PO000794,P0068,11,7.11,78.21
POL0004451,PO000794,P0188,33,20.82,687.06
POL0004452,PO000794,P0264,71,18.96,1346.16
POL0004453,PO000794,P0406,84,9.98,838.32
POL0004454,PO000794,P0286,98,63.39,6212.22
POL0004455,PO000795,P0500,36,207.94,7485.84
POL0004456,PO000795,P0454,7,518.59,3630.13
POL0004457,PO000795,P0180,66,172.49,11384.34
POL0004458,PO000795,P0343,59,159.34,9401.06
POL0004459,PO000795,P0035,74,351.44,26006.56
POL0004460,PO000796,P0378,106,26.52,2811.12
POL0004461,PO000796,P0388,20,28.25,565.0
POL0004462,PO000796,P0120,29,25.08,727.32
POL0004463,PO000796,P0202,80,68.38,5470.4
POL0004464,PO000796,P0364,38,150.42,5715.96
POL0004465,PO000796,P0086,34,265.9,9040.6
POL0004466,PO000796,P0154,72,52.13,3753.36
POL0004467,PO000796,P0345,44,15.99,703.56
POL0004468,PO000797,P0047,9,70.39,633.51
POL0004469,PO000797,P0436,76,13.93,1058.68
POL0004470,PO000797,P0307,1,1168387.79,1168387.79
POL0004471,PO000797,P0122,1,114380.03,114380.03
POL0004472,PO000797,P0028,1,798430.22,798430.22
POL0004473,PO000798,P0205,14,275.33,3854.62
POL0004474,PO000798,P0393,17,1449.38,24639.46
POL0004475,PO000798,P0330,57,299.59,17076.63
POL0004476,PO000799,P0362,105,18.51,1943.55
POL0004477,PO000799,P0057,43,17.49,752.07
POL0004478,PO000799,P0366,39,9.45,368.55
POL0004479,PO000799,P0121,41,6.72,275.52
POL0004480,PO000799,P0252,72,6.43,462.96
POL0004481,PO000799,P0424,104,51.61,5367.44
POL0004482,PO000799,P0070,23,21.35,491.05
POL0004483,PO000799,P0167,36,24.83,893.88
POL0004484,PO000800,P0048,31,429.36,13310.16
POL0004485,PO000800,P0308,45,572.92,25781.4
POL0004486,PO000800,P0294,52,528.06,27459.12
POL0004487,PO000800,P0114,16,1426.13,22818.08
POL0004488,PO000800,P0031,2,341.23,682.46
POL0004489,PO000800,P0073,14,530.39,7425.46
POL0004490,PO000800,P0219,13,249.21,3239.73
POL0004491,PO000800,P0376,2,578.06,1156.12
POL0004492,PO000801,P0412,17,5.79,98.43
POL0004493,PO000801,P0142,82,92.43,7579.26
POL0004494,PO000801,P0250,36,42.06,1514.16
POL0004495,PO000802,P0285,48,12.88,618.24
POL0004496,PO000802,P0362,90,18.51,1665.9
POL0004497,PO000802,P0402,14,7.59,106.26
POL0004498,PO000803,P0042,58,1554.8,90178.4
POL0004499,PO000803,P0155,115,1058.72,121752.8
POL0004500,PO000803,P0179,25,300.08,7502.0
POL0004501,PO000803,P0045,18,374.69,6744.42
POL0004502,PO000804,P0345,55,15.99,879.45
POL0004503,PO000804,P0364,33,150.42,4963.86
POL0004504,PO000804,P0154,57,52.13,2971.41
POL0004505,PO000804,P0484,90,121.88,10969.2
POL0004506,PO000804,P0326,32,55.97,1791.04
POL0004507,PO000805,P0212,114,430.82,49113.48
POL0004508,PO000805,P0255,38,407.35,15479.3
POL0004509,PO000805,P0294,39,528.06,20594.34
POL0004510,PO000805,P0102,68,248.0,16864.0
POL0004511,PO000805,P0298,30,84.76,2542.8
POL0004512,PO000805,P0073,40,530.39,21215.6
POL0004513,PO000805,P0037,116,1630.21,189104.36
POL0004514,PO000806,P0340,1,171341.58,171341.58
POL0004515,PO000806,P0077,1,125567.34,125567.34
POL0004516,PO000806,P0379,65,18.47,1200.55
POL0004517,PO000806,P0462,1,151623.95,151623.95
POL0004518,PO000806,P0127,1,15001207.68,15001207.68
POL0004519,PO000806,P0303,1,510527.41,510527.41
POL0004520,PO000806,P0473,1,128717.43,128717.43
POL0004521,PO000807,P0364,84,150.42,12635.28
POL0004522,PO000807,P0378,55,26.52,1458.6
POL0004523,PO000807,P0154,53,52.13,2762.89
POL0004524,PO000808,P0169,1,131953.11,131953.11
POL0004525,PO000808,P0245,1,80377.76,80377.76
POL0004526,PO000808,P0096,1,196947.49,196947.49
POL0004527,PO000808,P0474,1,947184.85,947184.85
POL0004528,PO000809,P0248,63,34.75,2189.25
POL0004529,PO000809,P0118,17,57.09,970.53
POL0004530,PO000809,P0302,57,28.25,1610.25
POL0004531,PO000809,P0493,43,8.1,348.3
POL0004532,PO000809,P0165,31,98.63,3057.53
POL0004533,PO000809,P0312,50,52.84,2642.0
POL0004534,PO000809,P0477,39,57.88,2257.32
POL0004535,PO000810,P0493,65,8.1,526.5
POL0004536,PO000810,P0111,25,7.78,194.5
POL0004537,PO000810,P0141,23,21.05,484.15
POL0004538,PO000810,P0055,14,39.56,553.84
POL0004539,PO000811,P0202,39,68.38,2666.82
POL0004540,PO000811,P0364,94,150.42,14139.48
POL0004541,PO000811,P0154,57,52.13,2971.41
POL0004542,PO000811,P0120,39,25.08,978.12
POL0004543,PO000811,P0345,22,15.99,351.78
POL0004544,PO000811,P0086,18,265.9,4786.2
POL0004545,PO000811,P0484,89,121.88,10847.32
POL0004546,PO000811,P0455,7,61.86,433.02
POL0004547,PO000812,P0424,53,51.61,2735.33
POL0004548,PO000812,P0297,5,13.41,67.05
POL0004549,PO000812,P0027,1,14.01,14.01
POL0004550,PO000812,P0081,40,12.35,494.0
POL0004551,PO000812,P0029,61,14.89,908.29
POL0004552,PO000812,P0466,26,6.35,165.1
POL0004553,PO000812,P0100,43,7.1,305.3
POL0004554,PO000812,P0062,12,15.86,190.32
POL0004555,PO000813,P0468,1,5093522.13,5093522.13
POL0004556,PO000813,P0460,1,557990.52,557990.52
POL0004557,PO000813,P0434,6,68.9,413.4
POL0004558,PO000814,P0325,56,319.94,17916.64
POL0004559,PO000814,P0157,37,716.55,26512.35
POL0004560,PO000814,P0116,120,331.59,39790.8
POL0004561,PO000814,P0323,37,257.07,9511.59
POL0004562,PO000814,P0373,32,377.15,12068.8
POL0004563,PO000815,P0391,1,247449.78,247449.78
POL0004564,PO000815,P0222,1,271376.46,271376.46
POL0004565,PO000815,P0482,139,184.7,25673.3
POL0004566,PO000816,P0428,30,102.34,3070.2
POL0004567,PO000816,P0143,1,182840.72,182840.72
POL0004568,PO000816,P0007,1,112597.95,112597.95
POL0004569,PO000816,P0128,1,16039879.28,16039879.28
POL0004570,PO000817,P0441,54,49.17,2655.18
POL0004571,PO000817,P0086,26,266.01,6916.26
POL0004572,PO000817,P0436,14,15.81,221.34
POL0004573,PO000817,P0478,69,41.59,2869.71
POL0004574,PO000817,P0455,67,61.74,4136.58
POL0004575,PO000818,P0364,35,150.42,5264.7
POL0004576,PO000818,P0086,38,265.9,10104.2
POL0004577,PO000818,P0378,81,26.52,2148.12
POL0004578,PO000818,P0455,19,61.86,1175.34
POL0004579,PO000818,P0024,62,33.42,2072.04
POL0004580,PO000819,P0034,74,16.69,1235.06
POL0004581,PO000819,P0390,56,52.04,2914.24
POL0004582,PO000819,P0203,46,27.74,1276.04
POL0004583,PO000819,P0449,8,57.49,459.92
POL0004584,PO000819,P0351,16,115.93,1854.88
POL0004585,PO000819,P0421,26,48.09,1250.34
POL0004586,PO000820,P0243,1,253184.52,253184.52
POL0004587,PO000820,P0462,1,151623.95,151623.95
POL0004588,PO000820,P0354,1,642479.54,642479.54
POL0004589,PO000820,P0007,1,112597.95,112597.95
POL0004590,PO000821,P0133,91,492.74,44839.34
POL0004591,PO000821,P0256,48,789.44,37893.12
POL0004592,PO000821,P0241,112,458.92,51399.04
POL0004593,PO000821,P0170,40,885.32,35412.8
POL0004594,PO000821,P0456,42,1290.22,54189.24
POL0004595,PO000821,P0458,49,612.11,29993.39
POL0004596,PO000822,P0345,52,15.99,831.48
POL0004597,PO000822,P0120,9,25.08,225.72
POL0004598,PO000822,P0154,70,52.13,3649.1
POL0004599,PO000822,P0378,117,26.52,3102.84
POL0004600,PO000822,P0024,140,33.42,4678.8
POL0004601,PO000822,P0484,117,121.88,14259.96
POL0004602,PO000823,P0035,78,351.44,27412.32
POL0004603,PO000823,P0399,40,434.36,17374.4
POL0004604,PO000823,P0084,77,200.65,15450.05
POL0004605,PO000823,P0026,36,242.51,8730.36
POL0004606,PO000824,P0320,1,50.65,50.65
POL0004607,PO000824,P0400,29,100.44,2912.76
POL0004608,PO000824,P0441,56,49.17,2753.52
POL0004609,PO000825,P0364,88,150.42,13236.96
POL0004610,PO000825,P0154,64,52.13,3336.32
POL0004611,PO000825,P0345,60,15.99,959.4
POL0004612,PO000825,P0202,98,68.38,6701.24
POL0004613,PO000825,P0455,23,61.86,1422.78
POL0004614,PO000826,P0307,1,1168387.79,1168387.79
POL0004615,PO000826,P0310,1,282029.61,282029.61
POL0004616,PO000826,P0124,1,264915.01,264915.01
POL0004617,PO000826,P0347,1,336529.58,336529.58
POL0004618,PO000827,P0014,1,136100.54,136100.54
POL0004619,PO000827,P0251,1,286866.75,286866.75
POL0004620,PO000827,P0424,100,56.09,5609.0
POL0004621,PO000827,P0348,1,92635.01,92635.01
POL0004622,PO000827,P0124,1,256940.28,256940.28
POL0004623,PO000827,P0494,1,1444541.38,1444541.38
POL0004624,PO000827,P0145,1,84593.91,84593.91
POL0004625,PO000828,P0378,114,26.52,3023.28
POL0004626,PO000828,P0086,59,265.9,15688.1
POL0004627,PO000828,P0455,12,61.86,742.32
POL0004628,PO000829,P0129,53,27.29,1446.37
POL0004629,PO000829,P0215,111,16.53,1834.83
POL0004630,PO000829,P0015,107,226.35,24219.45
POL0004631,PO000829,P0415,35,16.25,568.75
POL0004632,PO000829,P0467,22,12.99,285.78
POL0004633,PO000829,P0210,91,14.07,1280.37
POL0004634,PO000830,P0413,10,347.0,3470.0
POL0004635,PO000830,P0343,104,159.34,16571.36
POL0004636,PO000830,P0113,11,247.3,2720.3
POL0004637,PO000830,P0327,44,17.15,754.6
POL0004638,PO000830,P0035,76,351.44,26709.44
POL0004639,PO000830,P0052,138,237.49,32773.62
POL0004640,PO000830,P0135,10,171.18,1711.8
POL0004641,PO000831,P0326,63,55.97,3526.11
POL0004642,PO000831,P0024,90,33.42,3007.8
POL0004643,PO000831,P0345,33,15.99,527.67
POL0004644,PO000831,P0484,54,121.88,6581.52
POL0004645,PO000832,P0071,1,1066271.15,1066271.15
POL0004646,PO000832,P0296,1,6541232.72,6541232.72
POL0004647,PO000832,P0245,1,80377.76,80377.76
POL0004648,PO000832,P0492,1,92716.74,92716.74
POL0004649,PO000832,P0044,1,188078.27,188078.27
POL0004650,PO000833,P0067,50,383.3,19165.0
POL0004651,PO000833,P0049,44,348.3,15325.2
POL0004652,PO000833,P0064,67,532.78,35696.26
POL0004653,PO000834,P0394,19,10.89,206.91
POL0004654,PO000834,P0070,77,21.35,1643.95
POL0004655,PO000834,P0192,10,41.51,415.1
POL0004656,PO000834,P0068,32,7.11,227.52
POL0004657,PO000834,P0362,103,18.51,1906.53
POL0004658,PO000834,P0407,39,14.25,555.75
POL0004659,PO000835,P0197,1,11609581.97,11609581.97
POL0004660,PO000835,P0405,1,16849942.03,16849942.03
POL0004661,PO000835,P0126,84,42.65,3582.6
POL0004662,PO000836,P0099,1,17367895.69,17367895.69
POL0004663,PO000836,P0071,1,1127706.26,1127706.26
POL0004664,PO000836,P0007,1,112597.95,112597.95
POL0004665,PO000836,P0047,19,70.39,1337.41
POL0004666,PO000836,P0342,122,100.31,12237.82
POL0004667,PO000837,P0335,1,1405336.51,1405336.51
POL0004668,PO000837,P0424,34,56.09,1907.06
POL0004669,PO000837,P0122,1,110618.64,110618.64
POL0004670,PO000837,P0110,1,862932.06,862932.06
POL0004671,PO000837,P0069,1,16232251.47,16232251.47
POL0004672,PO000837,P0078,1,721366.72,721366.72
POL0004673,PO000837,P0334,67,55.3,3705.1
POL0004674,PO000837,P0209,1,1586872.28,1586872.28
POL0004675,PO000838,P0326,50,55.97,2798.5
POL0004676,PO000838,P0345,48,15.99,767.52
POL0004677,PO000838,P0086,13,265.9,3456.7
POL0004678,PO000838,P0484,35,121.88,4265.8
POL0004679,PO000838,P0378,131,26.52,3474.12
POL0004680,PO000838,P0388,13,28.25,367.25
POL0004681,PO000839,P0420,1,221435.23,221435.23
POL0004682,PO000839,P0167,42,24.27,1019.34
POL0004683,PO000839,P0303,1,491270.84,491270.84
POL0004684,PO000839,P0019,1,148863.96,148863.96
POL0004685,PO000839,P0384,1,161638.46,161638.46
POL0004686,PO000839,P0491,1,214546.98,214546.98
POL0004687,PO000839,P0101,1,321872.75,321872.75
POL0004688,PO000840,P0416,64,106.51,6816.64
POL0004689,PO000840,P0440,75,15.85,1188.75
POL0004690,PO000840,P0108,67,68.68,4601.56
POL0004691,PO000840,P0358,11,19.65,216.15
POL0004692,PO000840,P0087,48,68.28,3277.44
POL0004693,PO000840,P0213,41,54.82,2247.62
POL0004694,PO000840,P0382,60,94.51,5670.6
POL0004695,PO000840,P0383,38,25.83,981.54
POL0004696,PO000841,P0372,121,16.19,1958.99
POL0004697,PO000841,P0176,77,105.73,8141.21
POL0004698,PO000841,P0472,16,99.82,1597.12
POL0004699,PO000841,P0104,35,81.01,2835.35
POL0004700,PO000841,P0196,60,46.81,2808.6
POL0004701,PO000841,P0125,5,84.42,422.1
POL0004702,PO000841,P0142,26,92.43,2403.18
POL0004703,PO000841,P0356,71,121.36,8616.56
POL0004704,PO000842,P0474,1,932593.41,932593.41
POL0004705,PO000842,P0232,1,170440.95,170440.95
POL0004706,PO000842,P0109,1,235252.2,235252.2
POL0004707,PO000842,P0120,93,26.83,2495.19
POL0004708,PO000842,P0468,1,5093522.13,5093522.13
POL0004709,PO000843,P0056,115,4.94,568.1
POL0004710,PO000843,P0407,17,14.25,242.25
POL0004711,PO000843,P0366,23,9.45,217.35
POL0004712,PO000843,P0188,41,20.82,853.62
POL0004713,PO000843,P0337,81,10.26,831.06
POL0004714,PO000843,P0311,46,199.22,9164.12
POL0004715,PO000843,P0402,14,7.59,106.26
POL0004716,PO000844,P0174,34,80.07,2722.38
POL0004717,PO000844,P0023,48,79.18,3800.64
POL0004718,PO000844,P0224,50,6.75,337.5
POL0004719,PO000844,P0165,51,98.63,5030.13
POL0004720,PO000844,P0210,1,13.93,13.93
POL0004721,PO000844,P0034,45,16.69,751.05
POL0004722,PO000844,P0470,9,34.1,306.9
POL0004723,PO000844,P0227,73,24.32,1775.36
POL0004724,PO000845,P0120,20,25.08,501.6
POL0004725,PO000845,P0364,64,150.42,9626.88
POL0004726,PO000845,P0326,21,55.97,1175.37
POL0004727,PO000845,P0455,18,61.86,1113.48
POL0004728,PO000846,P0071,1,1127706.26,1127706.26
POL0004729,PO000846,P0243,1,253184.52,253184.52
POL0004730,PO000846,P0079,1,1090663.02,1090663.02
POL0004731,PO000847,P0290,74,16.13,1193.62
POL0004732,PO000847,P0121,110,6.72,739.2
POL0004733,PO000847,P0188,95,20.82,1977.9
POL0004734,PO000848,P0100,45,7.1,319.5
POL0004735,PO000848,P0366,18,9.45,170.1
POL0004736,PO000848,P0167,45,24.83,1117.35
POL0004737,PO000848,P0188,26,20.82,541.32
