Inventory_ID,Hospital_ID,Warehouse_ID,Product_ID,Current_Stock,Reorder_Level,Safety_Stock,Maximum_Stock,Inventory_Value,Stock_Status
INV001204,H005,WH005,P0168,0,105,67,525,0.0,Out of Stock
INV001205,H005,WH005,P0214,93,87,98,435,844.44,In Stock
INV001206,H005,WH005,P0391,7,41,94,205,1843615.9,Low Stock
INV001207,H005,WH005,P0123,984,188,86,940,24668.88,In Stock
INV001208,H005,WH005,P0446,690,112,92,560,237491.1,In Stock
INV001209,H005,WH005,P0237,856,39,57,195,337940.24,In Stock
INV001210,H005,WH005,P0496,881,105,31,525,75484.08,In Stock
INV001211,H005,WH005,P0048,589,156,79,780,283426.8,In Stock
INV001212,H005,WH005,P0058,601,42,60,210,319762.05,In Stock
INV001213,H005,WH005,P0254,973,149,31,745,1335792.78,In Stock
INV001214,H005,WH005,P0101,0,88,89,440,0.0,Out of Stock
INV001215,H005,WH005,P0027,783,134,61,670,11690.19,In Stock
INV001216,H005,WH005,P0470,688,129,22,645,24561.6,In Stock
INV001217,H005,WH005,P0432,8,123,67,615,123485456.96,Low Stock
INV001218,H005,WH005,P0156,590,91,23,455,161553.8,In Stock
INV001219,H005,WH005,P0373,41,61,35,305,17450.01,Low Stock
INV001220,H005,WH005,P0371,5,66,93,330,6889092.55,Low Stock
INV001221,H005,WH005,P0141,481,192,72,960,10327.07,In Stock
INV001222,H005,WH005,P0146,531,39,84,195,37674.45,In Stock
INV001223,H005,WH005,P0189,20,125,100,625,16423518.0,Low Stock
INV001224,H005,WH005,P0367,452,100,43,500,10427.64,In Stock
INV001225,H005,WH005,P0129,938,30,27,150,28093.1,In Stock
INV001226,H005,WH005,P0206,284,163,36,815,3209.2,In Stock
INV001227,H005,WH005,P0438,185,165,41,825,103048.7,In Stock
INV001228,H005,WH005,P0386,599,140,55,700,237635.28,In Stock
INV001229,H005,WH005,P0257,446,143,50,715,354231.04,In Stock
INV001230,H005,WH005,P0349,650,109,84,545,274566.5,In Stock
INV001231,H005,WH005,P0076,15,27,18,135,16317430.5,Low Stock
INV001232,H005,WH005,P0313,992,33,44,165,279039.68,In Stock
INV001233,H005,WH005,P0433,93,172,85,860,75714.09,Low Stock
INV001234,H005,WH005,P0159,481,27,90,190,31933.59,In Stock
INV001235,H005,WH005,P0114,356,149,95,745,521621.88,In Stock
INV001236,H005,WH005,P0170,418,101,40,505,407424.6,In Stock
INV001237,H005,WH005,P0051,10,27,13,135,11406164.0,Low Stock
INV001238,H005,WH005,P0315,328,41,74,205,20877.2,In Stock
INV001239,H005,WH005,P0475,3,36,86,186,723074.58,Low Stock
INV001240,H005,WH005,P0008,5,94,63,470,8080045.0,Low Stock
INV001241,H005,WH005,P0322,10,164,31,820,137799844.6,Low Stock
INV001242,H005,WH005,P0167,421,148,73,740,10739.71,In Stock
INV001243,H005,WH005,P0241,710,31,36,155,343888.5,In Stock
INV001244,H005,WH005,P0452,507,102,43,510,179006.49,In Stock
INV001245,H005,WH005,P0014,9,83,33,415,1273221.0,Low Stock
INV001246,H005,WH005,P0007,12,76,15,380,1576866.48,Low Stock
INV001247,H005,WH005,P0311,833,77,23,385,178162.04,In Stock
INV001248,H005,WH005,P0401,778,127,39,635,1054236.68,In Stock
INV001249,H005,WH005,P0109,17,159,60,795,4606951.89,Low Stock
INV001250,H005,WH005,P0112,37,38,90,190,26584.13,Low Stock
